shadow_name,subset,target,best_iou,mean_iou,std_iou,min_iou,n_runs,best_run,n_robots,arm_gap_m,seconds,best_iou_vs_original,mean_iou_vs_original,fit_scale,fit_dx,fit_dy,uncastable_before,uncastable_after,best_shadow_png,q_rad_json,a_rot_deg,a_pitch_deg,a_elbow_deg,a_wristpitch_deg,a_wristroll_deg,a_grip_deg,b_rot_deg,b_pitch_deg,b_elbow_deg,b_wristpitch_deg,b_wristroll_deg,b_grip_deg,c_rot_deg,c_pitch_deg,c_elbow_deg,c_wristpitch_deg,c_wristroll_deg,c_grip_deg
hand_shadow/dog_hasper-01,hand_shadow,targets/hand_shadow/dog_hasper-01.png,0.7855,0.7546,0.0259,0.7036,10,5,3,0.2,65.2,0.1961,0.1698,0.8308,4.02,28.16,0.19658,0.2447,hand_shadow/dog_hasper-01/dog_hasper-01_best.png,"[-1.87759, -0.652185, 0.013687, 1.157125, -0.72331, 0.568299, -0.925431, -0.646048, 1.418585, 0.120218, -2.335838, 0.75993, 0.964751, -1.026992, -1.663134, -0.922721, 2.651168, 0.502204]",-107.58,-37.37,0.78,66.3,-41.44,32.56,-53.02,-37.02,81.28,6.89,-133.83,43.54,55.28,-58.84,-95.29,-52.87,151.9,28.77
abstract/heart_mpeg7-05,abstract,targets/abstract/heart_mpeg7-05.png,0.7846,0.7634,0.0204,0.7284,10,2,3,0.2,65.2,0.243,0.2054,1.0231,-16.09,28.16,0.08533,0.25362,abstract/heart_mpeg7-05/heart_mpeg7-05_best.png,"[1.91986, -0.103827, -0.184989, 1.393789, 1.584173, 1.418896, -1.235003, 0.645438, -1.555697, 1.605013, 2.84121, 0.091179, 0.791623, -1.600528, -0.87918, 1.604655, 1.453829, 1.624556]",110.0,-5.95,-10.6,79.86,90.77,81.3,-70.76,36.98,-89.13,91.96,162.79,5.22,45.36,-91.7,-50.37,91.94,83.3,93.08
animals/elephant_mpeg7-02,animals,targets/animals/elephant_mpeg7-02.png,0.7845,0.7219,0.0311,0.6807,10,2,3,0.2,65.3,0.2922,0.2495,0.8308,0.0,28.16,0.10015,0.24394,animals/elephant_mpeg7-02/elephant_mpeg7-02_best.png,"[-1.117037, -0.749675, -1.671994, -1.370784, -0.824298, 0.435293, 1.096774, -0.612036, 0.423508, 1.561145, -2.741144, 0.345288, 0.413703, -1.367891, 0.194401, 1.620545, 2.092761, 1.283613]",-64.0,-42.95,-95.8,-78.54,-47.23,24.94,62.84,-35.07,24.27,89.45,-157.06,19.78,23.7,-78.37,11.14,92.85,119.91,73.55
vehicles/truck_mpeg7-05,vehicles,targets/vehicles/truck_mpeg7-05.png,0.7845,0.7442,0.031,0.6844,10,0,3,0.2,36.2,0.1945,0.1688,1.0231,-16.09,28.16,0.1218,0.30839,vehicles/truck_mpeg7-05/truck_mpeg7-05_best.png,"[1.294083, -0.836886, -1.69, -1.220082, 2.059745, -0.015384, -1.092635, 0.633522, -0.366653, -0.376466, 1.20526, 1.731151, -0.770992, -0.180996, 0.200309, 1.64057, 2.104661, 0.943232]",74.15,-47.95,-96.83,-69.91,118.01,-0.88,-62.6,36.3,-21.01,-21.57,69.06,99.19,-44.17,-10.37,11.48,94.0,120.59,54.04
abstract/misk_mpeg7-05,abstract,targets/abstract/misk_mpeg7-05.png,0.7839,0.7679,0.0118,0.7454,10,3,3,0.2,64.9,0.3089,0.2903,0.7346,-8.05,28.16,0.10456,0.13285,abstract/misk_mpeg7-05/misk_mpeg7-05_best.png,"[-1.670519, -0.10061, -0.44668, 1.430925, 0.502818, -0.099068, 0.375037, -1.508015, -0.076695, 1.618209, 2.037978, 1.656795, -0.191182, -1.62345, 0.563277, 0.778767, 1.543935, 1.25539]",-95.71,-5.76,-25.59,81.99,28.81,-5.68,21.49,-86.4,-4.39,92.72,116.77,94.93,-10.95,-93.02,32.27,44.62,88.46,71.93
animals/octopus_mpeg7-01,animals,targets/animals/octopus_mpeg7-01.png,0.7837,0.7511,0.0242,0.703,10,2,3,0.2,66.1,0.2862,0.27,0.7346,-16.09,28.16,0.13289,0.24957,animals/octopus_mpeg7-01/octopus_mpeg7-01_best.png,"[0.845737, -1.237156, -0.0178, 1.608218, -2.033508, 1.03014, -0.876423, -0.725286, 1.128092, 0.865263, 2.176444, 1.108571, 1.91986, -1.588105, -0.475981, -1.599935, -2.71505, 1.300855]",48.46,-70.88,-1.02,92.14,-116.51,59.02,-50.22,-41.56,64.63,49.58,124.7,63.52,110.0,-90.99,-27.27,-91.67,-155.56,74.53
letters_lower/o_dejavusans-bold,letters_lower,targets/letters_lower/o_dejavusans-bold.png,0.7837,0.7298,0.0313,0.6844,10,7,3,0.2,65.7,0.1975,0.1675,0.8308,-28.16,28.16,0.12549,0.20036,letters_lower/o_dejavusans-bold/o_dejavusans-bold_best.png,"[1.4354, -1.33153, -0.719183, -1.597829, 2.770996, 0.075156, -1.247977, 1.192125, -1.662886, -0.240947, 0.259887, 1.683104, -0.935729, -0.627624, -0.067622, 1.127069, -1.875065, 1.214563]",82.24,-76.29,-41.21,-91.55,158.77,4.31,-71.5,68.3,-95.28,-13.81,14.89,96.43,-53.61,-35.96,-3.87,64.58,-107.43,69.59
animals/ray_mpeg7-01,animals,targets/animals/ray_mpeg7-01.png,0.7823,0.7458,0.0179,0.7123,10,3,3,0.2,64.9,0.3268,0.288,0.9269,-12.07,24.14,0.03189,0.18004,animals/ray_mpeg7-01/ray_mpeg7-01_best.png,"[1.450228, -1.705032, -0.278033, 1.278, 2.52568, 0.206808, 1.885847, -0.986964, -1.124066, -1.550579, 0.046511, 1.70299, -1.136119, -1.379559, -1.394102, 1.644467, -2.020271, 0.999562]",83.09,-97.69,-15.93,73.22,144.71,11.85,108.05,-56.55,-64.4,-88.84,2.66,97.57,-65.09,-79.04,-79.88,94.22,-115.75,57.27
hand_shadow/bird_hasper-01,hand_shadow,targets/hand_shadow/bird_hasper-01.png,0.7807,0.7451,0.0252,0.6893,10,2,3,0.2,65.1,0.2206,0.1917,0.9269,-24.14,28.16,0.28014,0.20903,hand_shadow/bird_hasper-01/bird_hasper-01_best.png,"[0.121026, -1.152589, 1.397746, 0.128006, 0.087387, 0.180582, -1.143157, -1.74533, 0.263264, -1.561286, -0.689118, 0.084135, -0.830019, -0.539879, 1.077341, -0.368602, 1.210523, 1.430022]",6.93,-66.04,80.08,7.33,5.01,10.35,-65.5,-100.0,15.08,-89.46,-39.48,4.82,-47.56,-30.93,61.73,-21.12,69.36,81.93
objects/crown_mpeg7-01,objects,targets/objects/crown_mpeg7-01.png,0.7782,0.7253,0.0248,0.6908,10,4,3,0.2,65.1,0.2994,0.2717,0.9269,-20.11,28.16,0.10893,0.24591,objects/crown_mpeg7-01/crown_mpeg7-01_best.png,"[-1.846314, -0.229761, 0.594885, -1.519539, -1.234133, 0.979615, -0.94552, -0.992298, 1.536582, -1.439174, 2.435489, 0.244828, -1.049145, -0.708378, 0.203543, 1.628841, -1.557469, 1.315568]",-105.79,-13.16,34.08,-87.06,-70.71,56.13,-54.17,-56.85,88.04,-82.46,139.54,14.03,-60.11,-40.59,11.66,93.33,-89.24,75.38
letters_lower/f_dejavusans-bold,letters_lower,targets/letters_lower/f_dejavusans-bold.png,0.778,0.7237,0.0383,0.6422,10,2,3,0.2,65.2,0.4785,0.4191,0.8308,-4.02,20.11,0.03178,0.02834,letters_lower/f_dejavusans-bold/f_dejavusans-bold_best.png,"[-1.157462, -0.903193, -0.863412, -1.307306, -1.687735, 1.03591, 1.347011, -1.681345, 0.533414, 0.922081, -1.479293, -0.043289, -1.262465, -1.236251, -1.060098, -0.855514, 0.350816, 0.78478]",-66.32,-51.75,-49.47,-74.9,-96.7,59.35,77.18,-96.33,30.56,52.83,-84.76,-2.48,-72.33,-70.83,-60.74,-49.02,20.1,44.96
abstract/device1_mpeg7-04,abstract,targets/abstract/device1_mpeg7-04.png,0.7779,0.7416,0.0217,0.7006,10,1,3,0.2,65.0,0.28,0.2531,0.9269,-24.14,24.14,0.06966,0.28669,abstract/device1_mpeg7-04/device1_mpeg7-04_best.png,"[-1.43721, 1.105286, -1.69, -1.483685, 1.290585, 1.136078, 1.35717, -1.625835, -0.607951, 1.562718, 0.473974, 1.108106, -0.940849, -0.146336, 0.515131, -0.937629, 1.294442, 1.016418]",-82.35,63.33,-96.83,-85.01,73.95,65.09,77.76,-93.15,-34.83,89.54,27.16,63.49,-53.91,-8.38,29.51,-53.72,74.17,58.24
objects/crown_mpeg7-02,objects,targets/objects/crown_mpeg7-02.png,0.7767,0.7439,0.0196,0.7104,10,0,3,0.2,65.0,0.1912,0.1603,1.2154,-12.07,28.16,0.05327,0.32242,objects/crown_mpeg7-02/crown_mpeg7-02_best.png,"[-1.899063, 0.04555, 0.553847, -1.637953, 1.149952, 1.217684, -1.301641, 0.577571, -0.359471, -1.281746, 1.203393, 1.572031, -1.68724, -0.597125, -1.69, -1.645521, -1.449065, 1.024575]",-108.81,2.61,31.73,-93.85,65.89,69.77,-74.58,33.09,-20.6,-73.44,68.95,90.07,-96.67,-34.21,-96.83,-94.28,-83.03,58.7
letters_lower/x_dejavusans-bold,letters_lower,targets/letters_lower/x_dejavusans-bold.png,0.7763,0.7234,0.0347,0.6524,10,2,3,0.2,64.9,0.2405,0.215,0.9269,-24.14,24.14,0.20191,0.17064,letters_lower/x_dejavusans-bold/x_dejavusans-bold_best.png,"[0.759099, -1.220986, 0.658642, -0.034642, -1.776154, 0.681822, -1.00128, 0.283953, 0.375444, 1.177436, -1.006142, 0.710122, -1.91986, -1.168204, 0.268586, 0.731182, 0.740263, 0.299396]",43.49,-69.96,37.74,-1.98,-101.77,39.07,-57.37,16.27,21.51,67.46,-57.65,40.69,-110.0,-66.93,15.39,41.89,42.41,17.15
letters_upper/O_dejavusans-bold,letters_upper,targets/letters_upper/O_dejavusans-bold.png,0.7753,0.719,0.0381,0.6468,10,1,3,0.2,65.3,0.161,0.1275,0.8308,-28.16,28.16,0.15498,0.17608,letters_upper/O_dejavusans-bold/O_dejavusans-bold_best.png,"[-1.284427, 1.11107, -1.372832, -1.016752, 0.338426, 1.141966, 0.616727, -0.943382, -0.09585, 1.373701, -1.794609, -0.066733, 1.732694, 0.161214, -0.529108, 1.216335, 1.845747, 0.347677]",-73.59,63.66,-78.66,-58.26,19.39,65.43,35.34,-54.05,-5.49,78.71,-102.82,-3.82,99.28,9.24,-30.32,69.69,105.75,19.92
animals/bird_mpeg7-03,animals,targets/animals/bird_mpeg7-03.png,0.7748,0.7143,0.0318,0.6685,10,9,3,0.2,65.1,0.3748,0.3473,0.9269,-8.05,24.14,0.14642,0.21333,animals/bird_mpeg7-03/bird_mpeg7-03_best.png,"[-1.83504, -1.280202, 0.53493, 0.612793, 1.574821, 0.353732, 1.298042, 0.046398, 0.139755, 0.646911, 2.462101, 1.633616, -1.061145, -1.131664, -1.543861, 0.843108, 0.078461, 0.365499]",-105.14,-73.35,30.65,35.11,90.23,20.27,74.37,2.66,8.01,37.07,141.07,93.6,-60.8,-64.84,-88.46,48.31,4.5,20.94
letters_upper/U_dejavusans-bold,letters_upper,targets/letters_upper/U_dejavusans-bold.png,0.7745,0.6813,0.0483,0.5891,10,1,3,0.2,65.1,0.1279,0.1002,0.8308,-28.16,28.16,0.19001,0.18738,letters_upper/U_dejavusans-bold/U_dejavusans-bold_best.png,"[-1.277063, 0.940574, -1.340071, -1.007383, 0.336249, 1.415447, -1.419664, -1.684525, 0.065981, -1.111783, 0.868897, 0.409714, -1.238327, -1.543973, 0.423298, -1.65806, 0.153073, 1.524749]",-73.17,53.89,-76.78,-57.72,19.27,81.1,-81.34,-96.52,3.78,-63.7,49.78,23.47,-70.95,-88.46,24.25,-95.0,8.77,87.36
animals/chicken_mpeg7-01,animals,targets/animals/chicken_mpeg7-01.png,0.7742,0.7512,0.0187,0.7145,10,1,3,0.2,65.1,0.2416,0.2057,0.8308,-16.09,28.16,0.1874,0.21849,animals/chicken_mpeg7-01/chicken_mpeg7-01_best.png,"[1.357026, -1.186222, -1.276071, -0.464227, -2.271332, -0.01304, 0.523416, -1.697981, 1.283986, -1.543611, 1.899517, 1.07154, 1.23893, 0.079501, 0.427218, -0.781184, 1.480708, -0.135315]",77.75,-67.97,-73.11,-26.6,-130.14,-0.75,29.99,-97.29,73.57,-88.44,108.83,61.39,70.99,4.56,24.48,-44.76,84.84,-7.75
animals/flatfish_mpeg7-02,animals,targets/animals/flatfish_mpeg7-02.png,0.774,0.7214,0.0332,0.6653,10,9,3,0.2,65.4,0.1156,0.1007,1.1192,-12.07,28.16,0.00971,0.33744,animals/flatfish_mpeg7-02/flatfish_mpeg7-02_best.png,"[-1.416143, -1.302691, 0.439806, 1.336456, 2.694595, -0.042045, 1.135294, -1.094441, -1.435228, -1.07982, 0.982974, 1.479358, -1.029144, -0.578229, 1.028119, -0.926094, 1.530412, 1.466272]",-81.14,-74.64,25.2,76.57,154.39,-2.41,65.05,-62.71,-82.23,-61.87,56.32,84.76,-58.97,-33.13,58.91,-53.06,87.69,84.01
letters_lower/u_dejavusansmono-bold,letters_lower,targets/letters_lower/u_dejavusansmono-bold.png,0.7735,0.6938,0.0382,0.6254,10,3,3,0.2,65.1,0.1469,0.1072,0.8308,-28.16,28.16,0.1925,0.19536,letters_lower/u_dejavusansmono-bold/u_dejavusansmono-bold_best.png,"[-1.088837, -1.08886, 1.471699, -0.262869, -2.024987, 1.048946, -1.158214, 1.200188, -1.69, -1.602688, -0.15817, 1.686572, 1.72424, -0.396626, -0.428877, 1.601285, 0.746906, 1.74533]",-62.39,-62.39,84.32,-15.06,-116.02,60.1,-66.36,68.77,-96.83,-91.83,-9.06,96.63,98.79,-22.72,-24.57,91.75,42.79,100.0
animals/chicken_mpeg7-02,animals,targets/animals/chicken_mpeg7-02.png,0.7727,0.7236,0.0212,0.6957,10,3,3,0.2,65.0,0.2453,0.2228,0.8308,0.0,28.16,0.10203,0.18812,animals/chicken_mpeg7-02/chicken_mpeg7-02_best.png,"[-0.952689, -0.894445, -1.395046, -1.266606, -0.91905, 1.405433, -1.220859, -1.183443, 1.27794, -1.273589, -1.069628, 0.396637, -0.960755, -1.429282, -1.476918, 0.46764, -2.425003, 1.693763]",-54.59,-51.25,-79.93,-72.57,-52.66,80.53,-69.95,-67.81,73.22,-72.97,-61.29,22.73,-55.05,-81.89,-84.62,26.79,-138.94,97.05
vehicles/chopper_mpeg7-02,vehicles,targets/vehicles/chopper_mpeg7-02.png,0.7726,0.7437,0.0283,0.6773,10,1,3,0.2,64.8,0.2726,0.2179,1.0231,-12.07,28.16,0.13955,0.29869,vehicles/chopper_mpeg7-02/chopper_mpeg7-02_best.png,"[1.799583, -1.312957, -0.960071, -1.63069, -1.586101, 1.319871, -1.042114, -0.581463, 0.618011, 1.65806, 1.747524, 0.45356, 0.593905, -1.539055, 0.350978, 1.60009, -0.240808, 0.271372]",103.11,-75.23,-55.01,-93.43,-90.88,75.62,-59.71,-33.32,35.41,95.0,100.13,25.99,34.03,-88.18,20.11,91.68,-13.8,15.55
letters_lower/j_dejavusans-bold,letters_lower,targets/letters_lower/j_dejavusans-bold.png,0.7723,0.7204,0.0369,0.6417,10,7,3,0.2,65.4,0.3837,0.3618,1.0231,-8.05,12.07,0.02597,0.09326,letters_lower/j_dejavusans-bold/j_dejavusans-bold_best.png,"[1.679961, 0.721383, -1.586628, -0.285292, 2.689364, 0.875606, 1.785643, -1.722551, 1.519631, -0.868456, 0.957198, 0.059212, 1.635667, -0.002746, -1.206115, -1.356469, -2.593566, -0.087242]",96.25,41.33,-90.91,-16.35,154.09,50.17,102.31,-98.69,87.07,-49.76,54.84,3.39,93.72,-0.16,-69.11,-77.72,-148.6,-5.0
animals/turtle_mpeg7-05,animals,targets/animals/turtle_mpeg7-05.png,0.772,0.7462,0.0181,0.7187,10,4,3,0.2,65.1,0.0952,0.0839,0.8308,-28.16,20.11,0.08816,0.1575,animals/turtle_mpeg7-05/turtle_mpeg7-05_best.png,"[-0.854627, -1.028302, -0.025055, 1.357155, -0.637553, 0.268533, -1.305909, -1.521104, -0.519739, -1.634736, 0.370383, 0.205354, 0.734155, 0.357138, -0.630503, -0.986035, 0.48053, -0.153709]",-48.97,-58.92,-1.44,77.76,-36.53,15.39,-74.82,-87.15,-29.78,-93.66,21.22,11.77,42.06,20.46,-36.13,-56.5,27.53,-8.81
letters_lower/c_dejavusansmono-bold,letters_lower,targets/letters_lower/c_dejavusansmono-bold.png,0.7717,0.7097,0.0465,0.6335,10,2,3,0.2,65.4,0.2036,0.1826,0.9269,8.05,20.11,0.17092,0.20582,letters_lower/c_dejavusansmono-bold/c_dejavusansmono-bold_best.png,"[-0.561872, -0.558928, -1.340961, -1.36288, -1.651997, 0.077348, 0.244402, -1.601757, 1.124718, -1.418369, -2.260491, -0.014163, -0.996607, -1.74533, -1.621814, -0.081765, 2.562724, 1.104455]",-32.19,-32.02,-76.83,-78.09,-94.65,4.43,14.0,-91.77,64.44,-81.27,-129.52,-0.81,-57.1,-100.0,-92.92,-4.68,146.83,63.28
letters_upper/V_dejavusansmono-bold,letters_upper,targets/letters_upper/V_dejavusansmono-bold.png,0.7717,0.7221,0.0357,0.6664,10,1,3,0.2,64.6,0.5911,0.5595,0.9269,0.0,16.09,0.08498,0.05723,letters_upper/V_dejavusansmono-bold/V_dejavusansmono-bold_best.png,"[0.68645, -1.739695, 0.8397, -0.402639, -1.755304, 0.020171, 0.71473, -1.506507, -0.341025, 0.042064, 0.716481, 1.466287, -1.814751, -0.89112, -1.654119, 0.121789, 0.326683, 1.390596]",39.33,-99.68,48.11,-23.07,-100.57,1.16,40.95,-86.32,-19.54,2.41,41.05,84.01,-103.98,-51.06,-94.77,6.98,18.72,79.68
animals/chicken_mpeg7-03,animals,targets/animals/chicken_mpeg7-03.png,0.77,0.7391,0.0243,0.6998,10,6,3,0.2,65.3,0.2395,0.2114,0.8308,-20.11,28.16,0.14786,0.29751,animals/chicken_mpeg7-03/chicken_mpeg7-03_best.png,"[1.090073, -0.292504, -0.161998, 1.65806, -1.360292, 0.507205, 1.116457, 1.258131, -1.484914, -0.378992, 1.341913, -0.163982, -1.783512, 0.369949, -0.391083, 0.808509, -2.239546, 1.311207]",62.46,-16.76,-9.28,95.0,-77.94,29.06,63.97,72.09,-85.08,-21.71,76.89,-9.4,-102.19,21.2,-22.41,46.32,-128.32,75.13
digits/4_dejavusans-bold,digits,targets/digits/4_dejavusans-bold.png,0.7698,0.7066,0.0369,0.6252,10,5,3,0.2,64.8,0.1695,0.1573,0.7346,-20.11,28.16,0.13534,0.22094,digits/4_dejavusans-bold/4_dejavusans-bold_best.png,"[-1.336697, -1.451447, 0.166623, 1.316644, -2.273005, 1.711274, 0.84551, -1.229742, 1.360266, -0.013861, -0.187224, 0.697973, -1.35489, -1.08022, -0.089841, 1.519689, 0.801921, 0.118136]",-76.59,-83.16,9.55,75.44,-130.23,98.05,48.44,-70.46,77.94,-0.79,-10.73,39.99,-77.63,-61.89,-5.15,87.07,45.95,6.77
animals/turtle_mpeg7-02,animals,targets/animals/turtle_mpeg7-02.png,0.769,0.7427,0.0186,0.708,10,2,3,0.2,65.2,0.0363,0.0264,0.9269,-20.11,28.16,0.04232,0.21335,animals/turtle_mpeg7-02/turtle_mpeg7-02_best.png,"[-1.217074, -0.830274, 0.176996, 0.795967, -1.337444, 0.885691, -0.521373, -1.070274, 0.189256, 1.167355, -1.92083, 0.153953, -0.561272, -1.453601, 1.351058, -0.698985, -2.578909, -0.049802]",-69.73,-47.57,10.14,45.61,-76.63,50.75,-29.87,-61.32,10.84,66.88,-110.06,8.82,-32.16,-83.29,77.41,-40.05,-147.76,-2.85
letters_upper/A_dejavusans-bold,letters_upper,targets/letters_upper/A_dejavusans-bold.png,0.7685,0.7359,0.0286,0.672,10,9,3,0.2,66.0,0.2339,0.214,0.8308,-28.16,24.14,0.19437,0.20236,letters_upper/A_dejavusans-bold/A_dejavusans-bold_best.png,"[-0.821451, -1.202113, 1.027968, 0.636519, 0.261728, -0.046489, 0.818393, -0.625995, -0.379879, 1.65806, -1.591926, 1.2382, -1.078154, 0.138929, -0.328158, 1.113916, -1.744685, 1.232937]",-47.07,-68.88,58.9,36.47,15.0,-2.66,46.89,-35.87,-21.77,95.0,-91.21,70.94,-61.77,7.96,-18.8,63.82,-99.96,70.64
objects/shoe_mpeg7-02,objects,targets/objects/shoe_mpeg7-02.png,0.7674,0.713,0.0357,0.6528,10,6,3,0.2,67.1,0.1265,0.1004,1.0231,-16.09,28.16,0.11055,0.31063,objects/shoe_mpeg7-02/shoe_mpeg7-02_best.png,"[1.130746, -0.904833, -1.69, -1.289586, 2.581807, 1.114077, -1.127091, -0.079746, 0.601348, -1.076691, -1.940173, -0.124075, -0.205949, -1.471412, 0.619946, 1.329827, -1.970351, 0.86185]",64.79,-51.84,-96.83,-73.89,147.93,63.83,-64.58,-4.57,34.45,-61.69,-111.16,-7.11,-11.8,-84.31,35.52,76.19,-112.89,49.38
letters_lower/l_dejavuserif-bold,letters_lower,targets/letters_lower/l_dejavuserif-bold.png,0.7664,0.6856,0.06,0.5949,10,4,3,0.2,65.1,0.2895,0.2612,0.7346,-8.05,24.14,0.01547,0.0364,letters_lower/l_dejavuserif-bold/l_dejavuserif-bold_best.png,"[-1.504205, -1.664855, -1.102169, 1.484712, -0.355501, 0.687764, -1.417091, -1.225404, -0.423371, -1.437219, 0.601585, 0.057629, 1.693689, 0.681893, 0.855302, -1.625302, 0.859951, -0.133911]",-86.18,-95.39,-63.15,85.07,-20.37,39.41,-81.19,-70.21,-24.26,-82.35,34.47,3.3,97.04,39.07,49.01,-93.12,49.27,-7.67
letters_upper/B_dejavusans-bold,letters_upper,targets/letters_upper/B_dejavusans-bold.png,0.766,0.7401,0.0196,0.7078,10,0,3,0.2,66.3,0.239,0.2208,0.7346,-24.14,28.16,0.16509,0.24018,letters_upper/B_dejavusans-bold/B_dejavusans-bold_best.png,"[-1.124256, -0.5714, 0.089489, 1.65806, 0.66177, 0.668341, 1.115674, -1.17511, -0.010437, 1.356975, 1.125473, 0.791072, -0.944261, -0.131093, 0.50691, 1.351974, 2.101444, 0.063587]",-64.42,-32.74,5.13,95.0,37.92,38.29,63.92,-67.33,-0.6,77.75,64.48,45.33,-54.1,-7.51,29.04,77.46,120.4,3.64
letters_upper/C_dejavusansmono-bold,letters_upper,targets/letters_upper/C_dejavusansmono-bold.png,0.766,0.7018,0.0407,0.6265,10,5,3,0.2,67.0,0.2945,0.2111,0.9269,4.02,20.11,0.12201,0.16558,letters_upper/C_dejavusansmono-bold/C_dejavusansmono-bold_best.png,"[1.573583, 0.150877, -0.785244, 1.648586, 1.10844, 0.218138, -1.089993, -1.74533, -1.648252, 0.222724, 0.030907, 0.852589, 0.739164, -0.302722, -1.62958, -1.131352, 2.07886, -0.001471]",90.16,8.64,-44.99,94.46,63.51,12.5,-62.45,-100.0,-94.44,12.76,1.77,48.85,42.35,-17.34,-93.37,-64.82,119.11,-0.08
letters_lower/v_dejavusansmono-bold,letters_lower,targets/letters_lower/v_dejavusansmono-bold.png,0.7659,0.7164,0.0355,0.6369,10,1,3,0.2,66.0,0.4562,0.4169,0.8308,0.0,24.14,0.10569,0.07629,letters_lower/v_dejavusansmono-bold/v_dejavusansmono-bold_best.png,"[-1.07322, -1.598815, -0.763132, 0.19222, -1.164326, 0.908135, -1.789718, -0.882982, -1.69, -0.067154, 1.595579, 0.23101, -1.300105, -1.433918, -1.541056, -1.65806, 2.069232, 0.494199]",-61.49,-91.61,-43.72,11.01,-66.71,52.03,-102.54,-50.59,-96.83,-3.85,91.42,13.24,-74.49,-82.16,-88.3,-95.0,118.56,28.32
letters_lower/c_dejavusans-bold,letters_lower,targets/letters_lower/c_dejavusans-bold.png,0.7648,0.7229,0.0303,0.6637,10,8,3,0.2,65.3,0.2258,0.1756,0.8308,8.05,24.14,0.20493,0.21007,letters_lower/c_dejavusans-bold/c_dejavusans-bold_best.png,"[-1.004836, -0.512123, -1.677077, -1.064946, 1.179937, 0.7622, 1.261693, -1.598931, -1.317353, -0.270782, 1.716077, 0.700617, 0.150041, -1.74533, 1.501288, -1.454502, -1.345052, 1.246674]",-57.57,-29.34,-96.09,-61.02,67.61,43.67,72.29,-91.61,-75.48,-15.51,98.32,40.14,8.6,-100.0,86.02,-83.34,-77.07,71.43
letters_lower/f_dejavuserif-bold,letters_lower,targets/letters_lower/f_dejavuserif-bold.png,0.7624,0.7288,0.0261,0.6834,10,9,3,0.2,66.6,0.5148,0.4893,0.9269,0.0,16.09,0.09495,0.05089,letters_lower/f_dejavuserif-bold/f_dejavuserif-bold_best.png,"[-0.967446, -0.871984, -0.626708, -1.411278, -1.231579, 0.585167, -1.248831, -1.546708, -0.084877, 1.443224, -1.91757, 0.086686, 1.869939, 0.08499, -0.977861, 1.340083, 1.826568, 1.365267]",-55.43,-49.96,-35.91,-80.86,-70.56,33.53,-71.55,-88.62,-4.86,82.69,-109.87,4.97,107.14,4.87,-56.03,76.78,104.65,78.22
letters_lower/j_dejavuserif-bold,letters_lower,targets/letters_lower/j_dejavuserif-bold.png,0.762,0.7196,0.0254,0.6783,10,6,3,0.2,65.3,0.2649,0.243,1.1192,-12.07,8.05,0.04631,0.07745,letters_lower/j_dejavuserif-bold/j_dejavuserif-bold_best.png,"[-1.425016, 1.084954, -0.384764, -0.950438, -0.326677, 1.491348, 1.266227, -1.075731, -0.76312, 0.844724, -2.74385, 0.316575, 1.322555, -1.733018, 0.338704, 0.155465, -0.300213, 0.225085]",-81.65,62.16,-22.05,-54.46,-18.72,85.45,72.55,-61.63,-43.72,48.4,-157.21,18.14,75.78,-99.29,19.41,8.91,-17.2,12.9
letters_lower/i_dejavuserif-bold,letters_lower,targets/letters_lower/i_dejavuserif-bold.png,0.7619,0.7301,0.024,0.6848,10,1,3,0.2,65.5,0.3829,0.3462,0.9269,-8.05,16.09,0.01705,0.08887,letters_lower/i_dejavuserif-bold/i_dejavuserif-bold_best.png,"[1.448607, -1.636672, -1.52242, 0.486822, -1.881033, -0.174533, -1.727146, 0.487615, -1.69, -1.641403, 0.025156, 0.541605, 1.264821, -1.723818, 0.857746, -1.23141, 1.884545, 0.476807]",83.0,-93.77,-87.23,27.89,-107.78,-10.0,-98.96,27.94,-96.83,-94.05,1.44,31.03,72.47,-98.77,49.15,-70.55,107.98,27.32
animals/cattle_mpeg7-05,animals,targets/animals/cattle_mpeg7-05.png,0.7609,0.7184,0.0243,0.6745,10,3,3,0.2,65.3,0.1614,0.138,1.1192,-8.05,28.16,0.01467,0.2835,animals/cattle_mpeg7-05/cattle_mpeg7-05_best.png,"[0.695256, -0.787943, -0.041399, 1.65806, -1.584549, 0.544128, 1.01277, -1.442199, 1.310492, -0.727971, -2.493751, 0.776572, -1.085702, -1.74533, -0.775794, -1.545157, 1.587735, 0.552052]",39.84,-45.15,-2.37,95.0,-90.79,31.18,58.03,-82.63,75.09,-41.71,-142.88,44.49,-62.21,-100.0,-44.45,-88.53,90.97,31.63
hand_shadow/chicken_hasper-01,hand_shadow,targets/hand_shadow/chicken_hasper-01.png,0.7604,0.7339,0.0273,0.6827,10,6,3,0.2,65.2,0.2148,0.1829,0.6385,8.05,28.16,0.14664,0.02854,hand_shadow/chicken_hasper-01/chicken_hasper-01_best.png,"[1.222976, -1.74533, 0.174041, 1.621272, 2.84121, -0.026885, 1.159904, -1.641106, -0.045491, -1.5742, 2.543313, 0.291965, -1.913055, -0.72329, 0.114705, 1.44993, -1.885634, 0.882163]",70.07,-100.0,9.97,92.89,162.79,-1.54,66.46,-94.03,-2.61,-90.2,145.72,16.73,-109.61,-41.44,6.57,83.07,-108.04,50.54
