shadow_name,subset,target,best_iou,mean_iou,std_iou,min_iou,n_runs,best_run,n_robots,arm_gap_m,seconds,best_shadow_png,q_rad_json,a_rot_deg,a_pitch_deg,a_elbow_deg,a_wristpitch_deg,a_wristroll_deg,a_grip_deg,b_rot_deg,b_pitch_deg,b_elbow_deg,b_wristpitch_deg,b_wristroll_deg,b_grip_deg,c_rot_deg,c_pitch_deg,c_elbow_deg,c_wristpitch_deg,c_wristroll_deg,c_grip_deg
objects/cup_mpeg7-04,objects,targets/objects/cup_mpeg7-04.png,0.6821,0.6304,0.0273,0.5951,10,3,3,0.2,87.2,objects/cup_mpeg7-04/cup_mpeg7-04_best.png,"[-1.904357, 0.334588, -0.609435, -0.859664, 1.097114, 1.015718, 1.351216, -0.907633, -1.440376, 1.082467, 2.660867, 0.988531, 0.632135, -1.374404, -1.547356, 1.195401, 1.168998, 1.344023]",-109.11,19.17,-34.92,-49.26,62.86,58.2,77.42,-52.0,-82.53,62.02,152.46,56.64,36.22,-78.75,-88.66,68.49,66.98,77.01
animals/frog_mpeg7-03,animals,targets/animals/frog_mpeg7-03.png,0.6806,0.6391,0.031,0.582,10,6,3,0.2,123.7,animals/frog_mpeg7-03/frog_mpeg7-03_best.png,"[1.025445, -0.598959, -1.499773, -1.65806, 0.716096, 0.627358, 0.463189, -0.158632, -1.69, -0.991504, 2.702375, -0.174533, 1.053022, 0.983122, -1.666483, -1.55326, -1.690376, 0.64423]",58.75,-34.32,-85.93,-95.0,41.03,35.94,26.54,-9.09,-96.83,-56.81,154.83,-10.0,60.33,56.33,-95.48,-89.0,-96.85,36.91
animals/camel_mpeg7-05,animals,targets/animals/camel_mpeg7-05.png,0.6802,0.6492,0.0175,0.6249,10,9,3,0.2,124.9,animals/camel_mpeg7-05/camel_mpeg7-05_best.png,"[1.695215, -1.092582, 0.56216, -0.133771, -2.730374, 1.74533, -0.714641, -0.900673, -1.174104, 0.147263, 1.541692, 1.607308, 1.21419, 0.815259, -1.383661, -1.615529, -2.281484, 1.399898]",97.13,-62.6,32.21,-7.66,-156.44,100.0,-40.95,-51.6,-67.27,8.44,88.33,92.09,69.57,46.71,-79.28,-92.56,-130.72,80.21
objects/horseshoe_mpeg7-04,objects,targets/objects/horseshoe_mpeg7-04.png,0.6783,0.6119,0.0445,0.5133,10,6,3,0.2,86.7,objects/horseshoe_mpeg7-04/horseshoe_mpeg7-04_best.png,"[0.343201, -1.357581, -0.82571, 1.044967, -1.382747, 0.498753, 0.359284, 0.076553, -1.629679, -0.94029, 1.973056, 0.051859, -0.719654, 0.439148, -1.616192, -1.01427, 1.911748, 0.905489]",19.66,-77.78,-47.31,59.87,-79.23,28.58,20.59,4.39,-93.37,-53.87,113.05,2.97,-41.23,25.16,-92.6,-58.11,109.54,51.88
objects/jar_mpeg7-02,objects,targets/objects/jar_mpeg7-02.png,0.6772,0.6211,0.0239,0.5955,10,2,3,0.2,85.4,objects/jar_mpeg7-02/jar_mpeg7-02_best.png,"[1.38096, -1.504221, -0.33383, -0.539196, -1.362992, 1.683764, -1.91986, 0.198735, -0.300213, -0.792433, 1.669652, 1.516599, -1.191105, -0.012319, -0.950481, 1.557994, -0.096548, 0.906219]",79.12,-86.19,-19.13,-30.89,-78.09,96.47,-110.0,11.39,-17.2,-45.4,95.66,86.89,-68.25,-0.71,-54.46,89.27,-5.53,51.92
letters_upper/T_dejavusans-bold,letters_upper,targets/letters_upper/T_dejavusans-bold.png,0.6762,0.6413,0.0218,0.6099,10,6,3,0.2,124.3,letters_upper/T_dejavusans-bold/T_dejavusans-bold_best.png,"[-0.844925, -0.855592, -0.852752, 0.880172, -1.666437, 1.076276, 0.812015, -0.863167, -0.963356, -0.366112, -1.410766, 1.036579, 0.487724, -1.381142, -0.15353, 0.548978, -0.304172, 0.696997]",-48.41,-49.02,-48.86,50.43,-95.48,61.67,46.53,-49.46,-55.2,-20.98,-80.83,59.39,27.94,-79.13,-8.8,31.45,-17.43,39.93
digits/7_dejavusansmono-bold,digits,targets/digits/7_dejavusansmono-bold.png,0.676,0.6227,0.0329,0.5666,10,6,3,0.2,122.5,digits/7_dejavusansmono-bold/7_dejavusansmono-bold_best.png,"[-0.581672, -0.719999, -1.348847, 0.310231, -2.668261, 1.655157, 0.254791, -0.676518, -1.224906, 1.056398, -1.124188, 0.146886, -0.96622, -0.909234, -1.260743, 0.705092, 2.739321, 1.248969]",-33.33,-41.25,-77.28,17.77,-152.88,94.83,14.6,-38.76,-70.18,60.53,-64.41,8.42,-55.36,-52.1,-72.24,40.4,156.95,71.56
objects/apple_mpeg7-02,objects,targets/objects/apple_mpeg7-02.png,0.6755,0.6328,0.0208,0.598,10,5,3,0.2,91.7,objects/apple_mpeg7-02/apple_mpeg7-02_best.png,"[-1.73208, 0.155868, -0.269356, -1.136448, -2.209266, 0.270894, 0.833088, -1.355101, -1.208436, 1.121342, -1.843789, 0.271122, -1.159409, 0.777785, -1.69, -1.301709, -1.51626, 1.494603]",-99.24,8.93,-15.43,-65.11,-126.58,15.52,47.73,-77.64,-69.24,64.25,-105.64,15.53,-66.43,44.56,-96.83,-74.58,-86.88,85.63
abstract/device9_mpeg7-03,abstract,targets/abstract/device9_mpeg7-03.png,0.6752,0.645,0.0254,0.6024,10,1,3,0.2,122.4,abstract/device9_mpeg7-03/device9_mpeg7-03_best.png,"[1.332567, -1.228854, -1.34636, 0.625942, 1.07162, -0.080384, -1.268591, 0.433785, -1.452929, -1.326341, 1.814132, 1.003581, 0.785756, -1.722837, -0.606755, 0.40325, 2.807089, 0.651981]",76.35,-70.41,-77.14,35.86,61.4,-4.61,-72.68,24.85,-83.25,-75.99,103.94,57.5,45.02,-98.71,-34.76,23.1,160.83,37.36
letters_lower/o_dejavuserif-bold,letters_lower,targets/letters_lower/o_dejavuserif-bold.png,0.6751,0.618,0.0328,0.5813,10,3,3,0.2,85.6,letters_lower/o_dejavuserif-bold/o_dejavuserif-bold_best.png,"[-1.91986, 0.380758, -0.593675, -0.679133, 0.065068, 1.410346, 1.807033, -0.931287, -1.49103, 1.452619, -0.759477, 0.337298, 0.450168, 0.32921, -1.62693, -1.150212, -1.184781, 0.531103]",-110.0,21.82,-34.02,-38.91,3.73,80.81,103.54,-53.36,-85.43,83.23,-43.51,19.33,25.79,18.86,-93.22,-65.9,-67.88,30.43
letters_lower/b_dejavuserif-bold,letters_lower,targets/letters_lower/b_dejavuserif-bold.png,0.675,0.6354,0.0285,0.5858,10,5,3,0.2,85.5,letters_lower/b_dejavuserif-bold/b_dejavuserif-bold_best.png,"[1.779182, -0.792375, -1.139927, 1.06629, 1.499856, 1.254014, 0.779163, -1.68782, -0.672091, 1.190509, -1.369683, -0.068041, -0.096385, -1.326758, -1.03863, 1.538951, -2.07322, 0.237462]",101.94,-45.4,-65.31,61.09,85.94,71.85,44.64,-96.7,-38.51,68.21,-78.48,-3.9,-5.52,-76.02,-59.51,88.18,-118.79,13.61
letters_lower/n_dejavusansmono-bold,letters_lower,targets/letters_lower/n_dejavusansmono-bold.png,0.6748,0.6163,0.0307,0.5658,10,8,3,0.2,84.8,letters_lower/n_dejavusansmono-bold/n_dejavusansmono-bold_best.png,"[0.792997, -0.126405, -1.669064, -1.149155, -0.975709, 0.386349, 0.912105, -1.662333, -0.847562, 1.083891, 1.285789, 0.432451, -0.733288, 0.206202, -1.677011, -0.442689, -1.714029, 1.224119]",45.44,-7.24,-95.63,-65.84,-55.9,22.14,52.26,-95.24,-48.56,62.1,73.67,24.78,-42.01,11.81,-96.09,-25.36,-98.21,70.14
letters_upper/B_dejavusans-bold,letters_upper,targets/letters_upper/B_dejavusans-bold.png,0.6746,0.6094,0.0293,0.5541,10,2,3,0.2,123.8,letters_upper/B_dejavusans-bold/B_dejavusans-bold_best.png,"[-1.464715, 0.411108, -1.2496, -1.403425, 1.72151, 1.301684, -1.91986, 0.846299, -1.136946, -0.836906, 0.41097, 1.321593, 0.558071, -1.146657, -0.697304, -0.109543, 1.577862, 0.26307]",-83.92,23.55,-71.6,-80.41,98.64,74.58,-110.0,48.49,-65.14,-47.95,23.55,75.72,31.98,-65.7,-39.95,-6.28,90.4,15.07
animals/rat_mpeg7-04,animals,targets/animals/rat_mpeg7-04.png,0.6742,0.6452,0.0165,0.622,10,7,3,0.2,124.4,animals/rat_mpeg7-04/rat_mpeg7-04_best.png,"[1.108921, -0.487437, -1.447941, -1.019524, 2.72281, -0.174533, 0.94652, -0.853893, -0.682315, 0.665006, 0.108782, 0.962381, 0.774508, -0.007432, -1.57518, -1.543882, -1.484313, 0.345311]",63.54,-27.93,-82.96,-58.41,156.01,-10.0,54.23,-48.92,-39.09,38.1,6.23,55.14,44.38,-0.43,-90.25,-88.46,-85.04,19.78
letters_lower/d_dejavuserif-bold,letters_lower,targets/letters_lower/d_dejavuserif-bold.png,0.6737,0.6043,0.0329,0.5577,10,3,3,0.2,85.4,letters_lower/d_dejavuserif-bold/d_dejavuserif-bold_best.png,"[-1.878076, 0.502707, -0.64505, -1.17681, -0.003105, 0.224655, 1.91986, -1.177449, -0.839, 1.65806, -1.42974, 0.919357, 1.890573, -1.71252, -0.692521, 1.579785, 1.41485, -0.01187]",-107.61,28.8,-36.96,-67.43,-0.18,12.87,110.0,-67.46,-48.07,95.0,-81.92,52.68,108.32,-98.12,-39.68,90.52,81.06,-0.68
animals/butterfly_mpeg7-03,animals,targets/animals/butterfly_mpeg7-03.png,0.6735,0.6456,0.0153,0.6213,10,1,3,0.2,122.6,animals/butterfly_mpeg7-03/butterfly_mpeg7-03_best.png,"[0.960391, -0.814601, -1.675398, 0.980392, 0.691913, 0.332768, -0.551337, -1.09499, -1.642415, 1.44418, -1.734295, -0.043189, -1.373029, -0.168088, -0.172162, 1.191982, -0.504681, 1.258941]",55.03,-46.67,-95.99,56.17,39.64,19.07,-31.59,-62.74,-94.1,82.75,-99.37,-2.47,-78.67,-9.63,-9.86,68.3,-28.92,72.13
letters_lower/r_dejavuserif-bold,letters_lower,targets/letters_lower/r_dejavuserif-bold.png,0.6735,0.6463,0.0163,0.622,10,3,3,0.2,86.0,letters_lower/r_dejavuserif-bold/r_dejavuserif-bold_best.png,"[-1.527932, -0.155663, -0.705059, -1.581131, -1.468918, 1.06929, 0.930566, -1.203312, 0.893323, 1.349078, 0.559557, 0.235428, 0.673395, -0.561967, -1.195591, -0.670126, -1.37813, 0.044271]",-87.54,-8.92,-40.4,-90.59,-84.16,61.27,53.32,-68.94,51.18,77.3,32.06,13.49,38.58,-32.2,-68.5,-38.4,-78.96,2.54
abstract/misk_mpeg7-05,abstract,targets/abstract/misk_mpeg7-05.png,0.6734,0.6461,0.0161,0.6204,10,3,3,0.2,122.4,abstract/misk_mpeg7-05/misk_mpeg7-05_best.png,"[-1.91986, -0.141342, -0.383437, -1.475124, 1.361974, 1.649372, 0.709905, -1.167034, -1.188143, 1.03226, 2.783432, 1.599944, 0.982697, -0.275401, -1.445584, 0.863071, 1.626429, 1.74533]",-110.0,-8.1,-21.97,-84.52,78.04,94.5,40.67,-66.87,-68.08,59.14,159.48,91.67,56.3,-15.78,-82.83,49.45,93.19,100.0
digits/6_dejavusansmono-bold,digits,targets/digits/6_dejavusansmono-bold.png,0.6733,0.6214,0.0296,0.5585,10,0,3,0.2,122.4,digits/6_dejavusansmono-bold/6_dejavusansmono-bold_best.png,"[0.802701, -0.375646, -1.016795, -1.444888, -2.157847, 0.12205, 0.861137, -0.408117, -1.652127, -1.541331, -0.941254, 0.822323, -1.009229, -1.659335, -1.29463, 0.70081, -2.662161, 1.059731]",45.99,-21.52,-58.26,-82.79,-123.64,6.99,49.34,-23.38,-94.66,-88.31,-53.93,47.12,-57.82,-95.07,-74.18,40.15,-152.53,60.72
letters_lower/c_dejavusansmono-bold,letters_lower,targets/letters_lower/c_dejavusansmono-bold.png,0.6732,0.6523,0.0162,0.6316,10,2,3,0.2,85.9,letters_lower/c_dejavusansmono-bold/c_dejavusansmono-bold_best.png,"[-1.025548, -0.58688, -0.418511, -1.579624, 1.487521, 0.447821, -0.564148, -0.067041, -1.69, -0.874542, -1.94628, 0.712137, 1.15669, -1.296558, -1.69, -0.018102, 1.145791, 1.603997]",-58.76,-33.63,-23.98,-90.51,85.23,25.66,-32.32,-3.84,-96.83,-50.11,-111.51,40.8,66.27,-74.29,-96.83,-1.04,65.65,91.9
letters_lower/u_dejavusans-bold,letters_lower,targets/letters_lower/u_dejavusans-bold.png,0.6722,0.62,0.0225,0.593,10,5,3,0.2,85.9,letters_lower/u_dejavusans-bold/u_dejavusans-bold_best.png,"[1.71703, -0.945466, -1.568177, 1.652211, 0.630999, 0.907975, 0.655265, -0.916654, -1.640561, 1.152031, -1.540348, 0.362757, 0.801516, -1.249773, -1.663071, 1.64962, -1.27936, -0.020521]",98.38,-54.17,-89.85,94.66,36.15,52.02,37.54,-52.52,-94.0,66.01,-88.26,20.78,45.92,-71.61,-95.29,94.52,-73.3,-1.18
abstract/device8_mpeg7-05,abstract,targets/abstract/device8_mpeg7-05.png,0.6716,0.6483,0.0198,0.601,10,1,3,0.2,121.9,abstract/device8_mpeg7-05/device8_mpeg7-05_best.png,"[0.745721, -0.661141, -1.256583, -1.023125, -0.931739, -0.061574, -0.948877, -0.510314, -1.253297, 1.318568, 1.760071, -0.174533, -0.595171, -0.661132, -1.011873, -0.243695, -2.68137, 1.74533]",42.73,-37.88,-72.0,-58.62,-53.38,-3.53,-54.37,-29.24,-71.81,75.55,100.84,-10.0,-34.1,-37.88,-57.98,-13.96,-153.63,100.0
letters_lower/p_dejavusans-bold,letters_lower,targets/letters_lower/p_dejavusans-bold.png,0.6716,0.6231,0.0255,0.5713,10,2,3,0.2,85.6,letters_lower/p_dejavusans-bold/p_dejavusans-bold_best.png,"[-1.416113, 0.318572, -1.454718, -1.309405, 1.633813, 1.235532, -0.34344, -0.912299, -1.204666, 0.545591, -2.190142, 0.972131, 0.491025, -1.002765, -1.603649, 1.066149, -0.896558, -0.139436]",-81.14,18.25,-83.35,-75.02,93.61,70.79,-19.68,-52.27,-69.02,31.26,-125.49,55.7,28.13,-57.45,-91.88,61.09,-51.37,-7.99
letters_upper/O_dejavusans-bold,letters_upper,targets/letters_upper/O_dejavusans-bold.png,0.6695,0.6367,0.0221,0.6028,10,7,3,0.2,123.0,letters_upper/O_dejavusans-bold/O_dejavusans-bold_best.png,"[0.602018, -0.108315, -1.337458, -1.477145, 2.16178, -0.0871, -0.067504, -1.066625, -1.378784, 1.240596, -1.870686, 0.509376, -0.746559, -1.353068, -1.680374, 1.022101, -1.68513, -0.116391]",34.49,-6.21,-76.63,-84.63,123.86,-4.99,-3.87,-61.11,-79.0,71.08,-107.18,29.19,-42.77,-77.53,-96.28,58.56,-96.55,-6.67
hand_shadow/snail_hasper-01,hand_shadow,targets/hand_shadow/snail_hasper-01.png,0.6683,0.6435,0.0221,0.5871,10,0,3,0.2,87.0,hand_shadow/snail_hasper-01/snail_hasper-01_best.png,"[-1.91986, 0.603928, -1.669704, 1.111947, 2.546269, 1.56694, -1.528707, -0.158834, -0.716442, 0.907331, -1.404735, 1.147772, -0.625371, -1.353556, -1.6303, 1.632419, -1.81958, 0.375707]",-110.0,34.6,-95.67,63.71,145.89,89.78,-87.59,-9.1,-41.05,51.99,-80.49,65.76,-35.83,-77.55,-93.41,93.53,-104.25,21.53
objects/tree_mpeg7-03,objects,targets/objects/tree_mpeg7-03.png,0.6681,0.6454,0.0191,0.6119,10,3,3,0.2,86.4,objects/tree_mpeg7-03/tree_mpeg7-03_best.png,"[-1.823261, -0.221079, 0.081906, -1.047438, 0.94113, 1.42171, 1.906805, -0.324447, -1.64737, 1.139719, -0.331783, -0.174533, 1.91986, 0.925537, -1.222891, -1.353062, -1.607028, 0.73646]",-104.47,-12.67,4.69,-60.01,53.92,81.46,109.25,-18.59,-94.39,65.3,-19.01,-10.0,110.0,53.03,-70.07,-77.52,-92.08,42.2
objects/fountain_mpeg7-03,objects,targets/objects/fountain_mpeg7-03.png,0.668,0.6212,0.0254,0.5923,10,8,3,0.2,87.4,objects/fountain_mpeg7-03/fountain_mpeg7-03_best.png,"[1.058631, -0.890961, -1.452286, -1.51207, -1.579701, 1.054264, 1.733209, -0.976969, -1.374092, -1.390071, -1.920548, -0.062702, -0.875365, -1.28971, 0.111645, -0.887404, 0.100172, 0.236299]",60.66,-51.05,-83.21,-86.64,-90.51,60.4,99.31,-55.98,-78.73,-79.65,-110.04,-3.59,-50.15,-73.89,6.4,-50.84,5.74,13.54
animals/bird_mpeg7-03,animals,targets/animals/bird_mpeg7-03.png,0.6679,0.6231,0.0261,0.5711,10,3,3,0.2,122.4,animals/bird_mpeg7-03/bird_mpeg7-03_best.png,"[-1.91986, -0.322827, 0.006087, -0.496984, 0.922157, 0.401488, 1.50642, -1.643473, -0.228963, 1.014975, 2.781931, 1.311301, 1.138903, -0.710255, 0.325292, 1.466496, -1.304884, 1.027625]",-110.0,-18.5,0.35,-28.48,52.84,23.0,86.31,-94.16,-13.12,58.15,159.39,75.13,65.25,-40.69,18.64,84.02,-74.76,58.88
objects/fountain_mpeg7-05,objects,targets/objects/fountain_mpeg7-05.png,0.6677,0.6247,0.0245,0.5895,10,1,3,0.2,86.9,objects/fountain_mpeg7-05/fountain_mpeg7-05_best.png,"[1.109997, -0.774622, -1.69, -1.132757, 1.251355, 0.682859, 1.759268, -0.792869, -1.682115, -1.574854, 1.891543, 1.727287, -1.801852, -0.40574, 0.067071, -1.269861, -0.007172, 1.690719]",63.6,-44.38,-96.83,-64.9,71.7,39.12,100.8,-45.43,-96.38,-90.23,108.38,98.97,-103.24,-23.25,3.84,-72.76,-0.41,96.87
animals/bird_mpeg7-02,animals,targets/animals/bird_mpeg7-02.png,0.6674,0.637,0.0302,0.5712,10,7,3,0.2,123.3,animals/bird_mpeg7-02/bird_mpeg7-02_best.png,"[1.753345, -0.748753, -1.413293, -0.565512, 2.694685, -0.116895, 0.95586, -0.757144, -1.530703, -1.602158, -1.737926, 0.345471, -0.995271, -0.437618, -1.225527, -1.65233, 0.623532, 0.496361]",100.46,-42.9,-80.98,-32.4,154.39,-6.7,54.77,-43.38,-87.7,-91.8,-99.58,19.79,-57.02,-25.07,-70.22,-94.67,35.73,28.44
letters_upper/T_dejavusansmono-bold,letters_upper,targets/letters_upper/T_dejavusansmono-bold.png,0.6671,0.6304,0.0185,0.5999,10,3,3,0.2,122.3,letters_upper/T_dejavusansmono-bold/T_dejavusansmono-bold_best.png,"[-0.48382, -0.770926, -0.958791, -0.510002, -2.072704, 1.734313, 0.608332, -0.776915, -0.898758, 0.628841, 2.00825, 1.108134, -0.723015, -1.246658, -0.351956, 0.052212, -0.373047, 0.166637]",-27.72,-44.17,-54.93,-29.22,-118.76,99.37,34.85,-44.51,-51.5,36.03,115.06,63.49,-41.43,-71.43,-20.17,2.99,-21.37,9.55
abstract/device9_mpeg7-04,abstract,targets/abstract/device9_mpeg7-04.png,0.6662,0.641,0.0147,0.6224,10,0,3,0.2,123.5,abstract/device9_mpeg7-04/device9_mpeg7-04_best.png,"[-1.872271, 0.753424, -1.297715, -0.585933, 2.647033, 1.423714, -1.82825, -0.501145, -0.727886, 0.571513, -1.573686, 1.63621, -1.156634, 0.358484, -0.787171, -1.621875, 1.692372, 0.618449]",-107.27,43.17,-74.35,-33.57,151.66,81.57,-104.75,-28.71,-41.7,32.75,-90.17,93.75,-66.27,20.54,-45.1,-92.93,96.97,35.43
animals/flatfish_mpeg7-01,animals,targets/animals/flatfish_mpeg7-01.png,0.6656,0.628,0.0234,0.5981,10,3,3,0.2,122.8,animals/flatfish_mpeg7-01/flatfish_mpeg7-01_best.png,"[-1.748275, 0.231277, -0.536271, -0.406493, 1.803008, 1.553791, -1.141611, -0.72784, -0.034344, 1.414533, 2.705466, 1.582794, 0.350954, -0.784934, -1.100625, -1.233303, -0.908061, 0.149824]",-100.17,13.25,-30.73,-23.29,103.3,89.03,-65.41,-41.7,-1.97,81.05,155.01,90.69,20.11,-44.97,-63.06,-70.66,-52.03,8.58
objects/fountain_mpeg7-02,objects,targets/objects/fountain_mpeg7-02.png,0.6654,0.5952,0.0294,0.5596,10,8,3,0.2,85.5,objects/fountain_mpeg7-02/fountain_mpeg7-02_best.png,"[1.086884, -1.233504, -0.739757, -1.65806, -1.745419, 0.096463, 1.834458, -0.786128, -1.661892, -1.493976, -1.201614, 1.024347, -1.917224, -0.360514, -0.358335, -1.420922, -0.047626, 0.6238]",62.27,-70.67,-42.38,-95.0,-100.01,5.53,105.11,-45.04,-95.22,-85.6,-68.85,58.69,-109.85,-20.66,-20.53,-81.41,-2.73,35.74
digits/0_dejavusansmono-bold,digits,targets/digits/0_dejavusansmono-bold.png,0.6644,0.639,0.0174,0.6074,10,6,3,0.2,123.2,digits/0_dejavusansmono-bold/0_dejavusansmono-bold_best.png,"[0.921839, -1.251283, -1.097658, 1.171801, -1.821477, -0.044759, 1.149669, 0.19736, -1.69, -1.048914, 2.757245, -0.07682, -0.505951, -0.076502, -1.674522, -0.332955, 2.285665, 1.365053]",52.82,-71.69,-62.89,67.14,-104.36,-2.56,65.87,11.31,-96.83,-60.1,157.98,-4.4,-28.99,-4.38,-95.94,-19.08,130.96,78.21
animals/ray_mpeg7-04,animals,targets/animals/ray_mpeg7-04.png,0.6639,0.6418,0.0218,0.5915,10,9,3,0.2,122.4,animals/ray_mpeg7-04/ray_mpeg7-04_best.png,"[-0.873738, -0.813617, -0.529333, -1.540044, 0.64069, 0.413679, 1.067569, -0.698343, -1.69, -0.719314, 0.816194, 1.6284, 0.278956, -0.637062, -0.235738, -1.517579, 0.713326, 1.037526]",-50.06,-46.62,-30.33,-88.24,36.71,23.7,61.17,-40.01,-96.83,-41.21,46.76,93.3,15.98,-36.5,-13.51,-86.95,40.87,59.45
letters_lower/k_dejavusansmono-bold,letters_lower,targets/letters_lower/k_dejavusansmono-bold.png,0.6633,0.622,0.0246,0.5876,10,5,3,0.2,87.4,letters_lower/k_dejavusansmono-bold/k_dejavusansmono-bold_best.png,"[1.612973, -1.414799, 0.369726, -1.02339, 2.76591, 0.304793, 1.215502, -0.887131, -1.57645, -1.488269, 2.562641, 0.025634, -0.718849, -0.701024, -1.273164, -0.904913, -1.384168, 1.638535]",92.42,-81.06,21.18,-58.64,158.47,17.46,69.64,-50.83,-90.32,-85.27,146.83,1.47,-41.19,-40.17,-72.95,-51.85,-79.31,93.88
abstract/device2_mpeg7-02,abstract,targets/abstract/device2_mpeg7-02.png,0.6632,0.6469,0.0092,0.6328,10,7,3,0.2,122.0,abstract/device2_mpeg7-02/device2_mpeg7-02_best.png,"[1.275077, -0.724547, -1.69, -0.38158, 2.582334, 0.727917, 0.908655, -0.731237, 0.048754, -1.62607, 1.635332, 1.081462, 0.965658, -1.213925, -1.476586, 0.853646, 1.116585, 1.349161]",73.06,-41.51,-96.83,-21.86,147.96,41.71,52.06,-41.9,2.79,-93.17,93.7,61.96,55.33,-69.55,-84.6,48.91,63.98,77.3
animals/frog_mpeg7-02,animals,targets/animals/frog_mpeg7-02.png,0.6632,0.636,0.0183,0.6103,10,9,3,0.2,123.6,animals/frog_mpeg7-02/frog_mpeg7-02_best.png,"[0.875186, -0.623947, -1.454857, -1.65806, -1.422848, 0.034264, -1.486824, 0.299176, -1.087309, -1.470742, -0.841941, -0.112924, -0.856748, -1.211043, -1.292896, -1.475285, -0.243693, 1.025916]",50.14,-35.75,-83.36,-95.0,-81.52,1.96,-85.19,17.14,-62.3,-84.27,-48.24,-6.47,-49.09,-69.39,-74.08,-84.53,-13.96,58.78
abstract/heart_mpeg7-01,abstract,targets/abstract/heart_mpeg7-01.png,0.6631,0.6166,0.0251,0.578,10,0,3,0.2,123.1,abstract/heart_mpeg7-01/heart_mpeg7-01_best.png,"[-1.917352, 0.269596, -0.623974, -0.428142, 1.983064, 1.286586, -1.190612, -0.464142, -0.008171, -0.632706, 0.68033, 1.388273, -1.65185, 0.095273, -0.626876, -1.65806, 1.448289, 1.099654]",-109.86,15.45,-35.75,-24.53,113.62,73.72,-68.22,-26.59,-0.47,-36.25,38.98,79.54,-94.64,5.46,-35.92,-95.0,82.98,63.01
objects/pocket_mpeg7-03,objects,targets/objects/pocket_mpeg7-03.png,0.6629,0.6268,0.0351,0.5334,10,5,3,0.2,87.5,objects/pocket_mpeg7-03/pocket_mpeg7-03_best.png,"[1.340323, -1.481021, -0.127563, -0.799852, 2.27504, 0.408791, -1.874138, 0.753445, -0.903221, -1.096566, -0.303522, -0.174533, -1.180355, -0.72222, 1.029231, -1.431224, -0.034313, 1.142606]",76.79,-84.86,-7.31,-45.83,130.35,23.42,-107.38,43.17,-51.75,-62.83,-17.39,-10.0,-67.63,-41.38,58.97,-82.0,-1.97,65.47
abstract/device6_mpeg7-01,abstract,targets/abstract/device6_mpeg7-01.png,0.6624,0.614,0.0251,0.5724,10,3,3,0.2,123.3,abstract/device6_mpeg7-01/device6_mpeg7-01_best.png,"[-1.898417, 0.570316, -0.882886, -1.395249, 1.167245, 1.686999, 1.587273, -0.653583, 0.061827, -1.519446, 1.151905, -0.174533, 0.711252, 0.529435, -1.69, -1.355254, -1.495334, 1.088508]",-108.77,32.68,-50.59,-79.94,66.88,96.66,90.94,-37.45,3.54,-87.06,66.0,-10.0,40.75,30.33,-96.83,-77.65,-85.68,62.37
letters_lower/i_dejavuserif-bold,letters_lower,targets/letters_lower/i_dejavuserif-bold.png,0.6624,0.6389,0.0123,0.6227,10,6,3,0.2,88.1,letters_lower/i_dejavuserif-bold/i_dejavuserif-bold_best.png,"[0.000128, -1.60144, 0.291193, 0.079598, -1.983341, 1.511873, 0.710589, -1.181207, -0.330656, -0.100778, 1.269466, 0.560418, 1.168129, -1.115388, -0.650364, 0.315659, 0.694916, 0.596468]",0.01,-91.76,16.68,4.56,-113.64,86.62,40.71,-67.68,-18.95,-5.77,72.74,32.11,66.93,-63.91,-37.26,18.09,39.82,34.18
animals/chicken_mpeg7-03,animals,targets/animals/chicken_mpeg7-03.png,0.6616,0.6146,0.0256,0.5739,10,8,3,0.2,122.5,animals/chicken_mpeg7-03/chicken_mpeg7-03_best.png,"[1.038133, -0.804381, -1.599628, -1.311043, -1.862223, 0.548184, 1.816096, -1.046099, -0.283563, 0.282398, -2.64015, 0.861752, -1.149712, 0.48555, -1.330983, -1.401307, -0.883697, 0.840997]",59.48,-46.09,-91.65,-75.12,-106.7,31.41,104.05,-59.94,-16.25,16.18,-151.27,49.37,-65.87,27.82,-76.26,-80.29,-50.63,48.19
letters_upper/F_dejavusans-bold,letters_upper,targets/letters_upper/F_dejavusans-bold.png,0.6613,0.6289,0.0216,0.5931,10,3,3,0.2,123.5,letters_upper/F_dejavusans-bold/F_dejavusans-bold_best.png,"[1.913864, -0.922029, -0.740868, 0.764671, 2.686445, 0.369955, 0.718403, -0.250848, -1.58571, -0.631942, 1.806119, 1.190484, -0.708826, -0.490642, -1.69, -1.244874, -1.0145, 0.474222]",109.66,-52.83,-42.45,43.81,153.92,21.2,41.16,-14.37,-90.85,-36.21,103.48,68.21,-40.61,-28.11,-96.83,-71.33,-58.13,27.17
objects/jar_mpeg7-03,objects,targets/objects/jar_mpeg7-03.png,0.6612,0.6271,0.0242,0.5852,10,6,3,0.2,85.5,objects/jar_mpeg7-03/jar_mpeg7-03_best.png,"[0.98494, -0.676356, -1.511511, -1.368735, 0.947091, 1.207941, 0.369923, -0.056888, -1.549898, -1.524864, 2.37335, -0.149462, 0.623767, -0.562155, -0.594487, 1.427057, -0.409038, -0.174533]",56.43,-38.75,-86.6,-78.42,54.26,69.21,21.2,-3.26,-88.8,-87.37,135.98,-8.56,35.74,-32.21,-34.06,81.76,-23.44,-10.0
