sequence_id,source,ref,n_frames,loop,size,row,frame_idx,shadow,iou_reported,iou,dice,boundary_iou,nsd,chamfer,hd95,cldice,hu_distance,fourier_distance,d_betti0,d_betti1,betti_error,pw_h0,pw_h1,n_limbs_target,n_limbs_shadow,limb_offset_rel,limbs_unmatched,tc_iou,tc_aspect_target,tc_aspect_shadow,tc_aspect_error,step_to,dq_max_deg,dq_l2_deg,dq_infeasible,shadow_step_iou,target_step_iou,motion_excess,n_transitions,iou_reported_mean,iou_reported_min,iou_reported_max,iou_reported_std,iou_mean,iou_min,iou_max,iou_std,dice_mean,dice_min,dice_max,dice_std,boundary_iou_mean,boundary_iou_min,boundary_iou_max,boundary_iou_std,nsd_mean,nsd_min,nsd_max,nsd_std,chamfer_mean,chamfer_min,chamfer_max,chamfer_std,hd95_mean,hd95_min,hd95_max,hd95_std,cldice_mean,cldice_min,cldice_max,cldice_std,hu_distance_mean,hu_distance_min,hu_distance_max,hu_distance_std,fourier_distance_mean,fourier_distance_min,fourier_distance_max,fourier_distance_std,d_betti0_mean,d_betti0_min,d_betti0_max,d_betti0_std,d_betti1_mean,d_betti1_min,d_betti1_max,d_betti1_std,betti_error_mean,betti_error_min,betti_error_max,betti_error_std,pw_h0_mean,pw_h0_min,pw_h0_max,pw_h0_std,pw_h1_mean,pw_h1_min,pw_h1_max,pw_h1_std,n_limbs_target_mean,n_limbs_target_min,n_limbs_target_max,n_limbs_target_std,n_limbs_shadow_mean,n_limbs_shadow_min,n_limbs_shadow_max,n_limbs_shadow_std,limb_offset_rel_mean,limb_offset_rel_min,limb_offset_rel_max,limb_offset_rel_std,limbs_unmatched_mean,limbs_unmatched_min,limbs_unmatched_max,limbs_unmatched_std,tc_iou_mean,tc_iou_min,tc_iou_max,tc_iou_std,tc_aspect_target_mean,tc_aspect_target_min,tc_aspect_target_max,tc_aspect_target_std,tc_aspect_shadow_mean,tc_aspect_shadow_min,tc_aspect_shadow_max,tc_aspect_shadow_std,tc_aspect_error_mean,tc_aspect_error_min,tc_aspect_error_max,tc_aspect_error_std,dq_max_deg_mean,dq_max_deg_min,dq_max_deg_max,dq_max_deg_std,dq_l2_deg_mean,dq_l2_deg_min,dq_l2_deg_max,dq_l2_deg_std,shadow_step_iou_mean,shadow_step_iou_min,shadow_step_iou_max,shadow_step_iou_std,target_step_iou_mean,target_step_iou_min,target_step_iou_max,target_step_iou_std,motion_excess_mean,motion_excess_min,motion_excess_max,motion_excess_std,dq_infeasible_frac,dq_infeasible_thr_deg,assignment_stability,n_arm_swaps,total_path_length_deg,loop_closure_dq_max_deg,loop_closure_shadow_step_iou,loop_closure_target_step_iou,dq_max_deg_by_transition
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,2,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f02/f02_best.png,0.6444,0.6444,0.7838,0.1776,0.3077,0.02117,0.05524,0.8817,0.7728,0.3432,0,1,1,0.04066,0.08907,3,4,0.1069,1,0.4439,0.6476,0.4844,0.2521,2->3,242.06,454.37,1,0.7443,0.854,0.1097,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,3,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f03/f03_best.png,0.6381,0.6381,0.7791,0.1944,0.3431,0.02012,0.07963,0.8759,0.5576,0.2522,0,0,0,0.0654,0.08837,3,6,0.0588,3,0.6045,0.6636,0.595,0.1032,3->4,146.52,245.02,1,0.79,0.8976,0.1076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,4,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f04/f04_best.png,0.6074,0.6074,0.7558,0.1996,0.3409,0.02239,0.08647,0.8607,1.0667,0.2602,0,0,0,0.05038,0.05862,3,6,0.0647,3,0.442,0.6887,0.5938,0.1378,4->5,220.34,394.33,1,0.6719,0.7963,0.1244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,5,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f05/f05_best.png,0.6173,0.6173,0.7633,0.2188,0.3685,0.02101,0.06652,0.7657,0.2634,0.3168,0,2,2,0.05783,0.10237,3,3,0.1835,0,0.5354,0.7019,0.7063,0.0063,5->6,172.22,200.24,1,0.7411,0.8877,0.1466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,6,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f06/f06_best.png,0.5982,0.5982,0.7486,0.2357,0.3922,0.01942,0.0625,0.776,0.5271,0.3225,0,1,1,0.05784,0.1007,3,4,0.1239,1,0.5509,0.7426,0.7131,0.0397,6->7,226.77,374.75,1,0.7001,0.9276,0.2275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,7,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f07/f07_best.png,0.5777,0.5777,0.7323,0.2362,0.4064,0.02285,0.08357,0.7336,0.9037,0.3517,0,1,1,0.05143,0.11956,3,4,0.1427,1,0.3779,0.7426,0.6328,0.1478,7->8,261.36,343.89,1,0.6946,0.8628,0.1682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,8,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f08/f08_best.png,0.5724,0.5724,0.7281,0.195,0.3322,0.02287,0.07832,0.7687,0.6453,0.4505,0,1,1,0.04628,0.0694,3,5,0.1115,2,0.3741,0.7576,0.6452,0.1484,8->9,211.39,310.04,1,0.6569,0.8895,0.2326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,9,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f09/f09_best.png,0.5968,0.5968,0.7475,0.1985,0.3592,0.01835,0.0668,0.7939,0.9329,0.3941,0,1,1,0.06253,0.09841,3,6,0.1112,3,0.5947,0.74,0.7304,0.0129,9->10,195.3,343.26,1,0.709,0.995,0.286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,10,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f10/f10_best.png,0.6004,0.6004,0.7503,0.1844,0.3019,0.02356,0.08145,0.7845,0.6543,0.4359,0,1,1,0.06376,0.10154,3,5,0.1132,2,0.4932,0.74,0.7131,0.0363,10->11,79.04,139.27,1,0.8155,0.9962,0.1807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,11,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f11/f11_best.png,0.5932,0.5932,0.7447,0.173,0.2817,0.02284,0.07276,0.7692,0.6182,0.3059,0,2,2,0.05121,0.08516,3,4,0.1132,1,0.4672,0.74,0.6829,0.0771,11->12,282.14,412.51,1,0.74,0.9168,0.1768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,12,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f12/f12_best.png,0.621,0.621,0.7662,0.1889,0.3157,0.02239,0.06077,0.7825,0.2128,0.2887,0,1,1,0.05863,0.08746,3,6,0.0608,3,0.593,0.7273,0.6957,0.0435,12->13,208.66,259.02,1,0.7965,0.9516,0.1551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,13,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f13/f13_best.png,0.6351,0.6351,0.7768,0.2541,0.4403,0.02038,0.06714,0.8441,0.6499,0.2376,0,1,1,0.06138,0.13661,3,2,0.0803,1,0.6391,0.7129,0.7043,0.012,13->14,229.02,366.59,1,0.7203,0.8816,0.1613,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,14,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f14/f14_best.png,0.6673,0.6673,0.8005,0.214,0.4038,0.02001,0.05524,0.8501,0.2803,0.2181,0,0,0,0.03914,0.04689,2,5,0.0968,3,0.552,0.6832,0.6475,0.0522,14->15,163.4,270.6,1,0.7379,0.8836,0.1457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,15,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f15/f15_best.png,0.6296,0.6296,0.7727,0.1835,0.2827,0.02067,0.06446,0.798,0.1836,0.1496,0,1,1,0.06591,0.10463,2,4,0.0633,2,0.6612,0.6373,0.6875,0.0788,15->16,49.8,110.05,0,0.7595,0.8835,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,16,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f16/f16_best.png,0.6593,0.6593,0.7946,0.1918,0.3343,0.02235,0.06176,0.8243,0.2049,0.1687,0,0,0,0.0482,0.12804,2,6,0.0673,4,0.6488,0.6569,0.6723,0.0235,16->17,260.85,379.5,1,0.792,0.895,0.103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,17,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f17/f17_best.png,0.6996,0.6996,0.8233,0.2216,0.4154,0.02007,0.06466,0.827,0.9239,0.1676,0,0,0,0.06216,0.08673,2,5,0.073,3,0.6762,0.6832,0.6864,0.0048,17->18,293.66,355.01,1,0.7213,0.7592,0.0379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,18,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f18/f18_best.png,0.6032,0.6032,0.7525,0.1935,0.306,0.01913,0.06637,0.7985,0.8765,0.7944,0,2,2,0.09068,0.17696,3,3,0.1719,0,0.5368,0.703,0.8174,0.1628,18->19,238.74,359.84,1,0.6306,0.8203,0.1897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,19,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f19/f19_best.png,0.5785,0.5785,0.733,0.2171,0.3477,0.01784,0.06299,0.7877,1.8972,1.1829,0,3,3,0.08381,0.19124,3,2,0.2343,1,0.5431,0.7228,0.7521,0.0405,19->20,267.78,396.19,1,0.5186,0.997,0.4784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,frame,20,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_02_F/f20/f20_best.png,0.5522,0.5522,0.7115,0.1487,0.2733,0.02944,0.08859,0.6675,0.5851,1.1154,0,1,1,0.06635,0.10538,3,3,0.1037,0,0.5553,0.7228,0.7217,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_02_F,optimizer_static,original,21,0,128,aggregate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,0.6187,0.5522,0.6996,0.0353,0.6187,0.5522,0.6996,0.0353,0.7639,0.7115,0.8233,0.0269,0.2039,0.1487,0.2541,0.0246,0.3494,0.2733,0.4403,0.0475,0.0213,0.0178,0.0294,0.0024,0.0699,0.0552,0.0886,0.0096,0.8053,0.6675,0.9069,0.0532,0.6581,0.1836,1.8972,0.3769,0.3978,0.1496,1.1829,0.2775,0.0,0.0,0.0,0.0,0.9048,0.0,3.0,0.8109,0.9048,0.0,3.0,0.8109,0.0583,0.0391,0.0907,0.0123,0.0997,0.0421,0.1912,0.0359,2.8095,2.0,3.0,0.3927,4.381,2.0,6.0,1.2527,0.1078,0.0588,0.2343,0.0438,1.7619,0.0,4.0,1.1508,0.553,0.3741,0.6925,0.0909,0.6927,0.5545,0.7576,0.0531,0.6596,0.4622,0.8174,0.0867,0.0793,0.0014,0.2521,0.0693,210.2745,49.8,293.66,61.68,327.8885,110.05,454.37,93.1507,0.7205,0.5186,0.8155,0.0655,0.8889,0.7592,0.997,0.0638,0.1684,0.0379,0.4784,0.0896,0.95,68.75,0.15,17,6557.77,,,,"[201.82, 254.62, 242.06, 146.52, 220.34, 172.22, 226.77, 261.36, 211.39, 195.3, 79.04, 282.14, 208.66, 229.02, 163.4, 49.8, 260.85, 293.66, 238.74, 267.78]"
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,0,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f00/f00_best.png,0.5719,0.5719,0.7276,0.2542,0.4243,0.01959,0.08895,0.8324,0.882,1.127,0,1,1,0.06453,0.10997,4,2,0.2412,2,0.5161,0.875,0.5984,0.3162,0->1,237.53,389.72,1,0.6252,0.8484,0.2232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,1,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f01/f01_best.png,0.5857,0.5857,0.7387,0.2225,0.3667,0.01943,0.05093,0.7702,0.3518,1.0588,0,1,1,0.0708,0.16948,4,2,0.2489,2,0.51,0.901,0.678,0.2475,1->2,276.93,332.09,1,0.6732,0.8711,0.1979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,2,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f02/f02_best.png,0.5795,0.5795,0.7338,0.1969,0.3308,0.02023,0.05524,0.7643,1.9316,0.9737,0,4,4,0.09556,0.25618,4,3,0.1408,1,0.5624,0.8911,0.7018,0.2125,2->3,289.44,380.5,1,0.6372,0.7547,0.1175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,3,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f03/f03_best.png,0.5694,0.5694,0.7256,0.1732,0.3094,0.01925,0.04992,0.6817,0.2018,0.9499,0,3,3,0.07223,0.19773,4,2,0.0425,2,0.4595,0.8654,0.6484,0.2507,3->4,84.83,177.68,1,0.5706,0.7996,0.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,4,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f04/f04_best.png,0.5676,0.5676,0.7242,0.1726,0.3025,0.02858,0.11811,0.6954,0.9621,0.9076,0,1,1,0.06291,0.17972,4,5,0.1401,1,0.5067,0.8585,0.6797,0.2083,4->5,78.22,132.73,1,0.7034,0.8958,0.1924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,5,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f05/f05_best.png,0.5787,0.5787,0.7331,0.1627,0.3032,0.02787,0.11107,0.7023,0.5944,0.956,0,2,2,0.05797,0.15779,4,5,0.1486,1,0.5075,0.8411,0.6562,0.2198,5->6,289.12,424.97,1,0.718,0.7782,0.0602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,6,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f06/f06_best.png,0.5844,0.5844,0.7377,0.1856,0.2951,0.02887,0.13284,0.6935,1.2183,1.0138,0,1,1,0.07392,0.14531,4,4,0.2507,0,0.476,0.8654,0.7109,0.1785,6->7,206.91,381.46,1,0.688,0.8425,0.1545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,7,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f07/f07_best.png,0.5781,0.5781,0.7327,0.1588,0.2935,0.02703,0.10612,0.7481,0.4377,0.9786,0,1,1,0.04959,0.16712,4,4,0.2245,0,0.491,0.89,0.6641,0.2539,7->8,106.48,244.0,1,0.6886,0.8631,0.1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,8,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f08/f08_best.png,0.5853,0.5853,0.7384,0.19,0.3425,0.02668,0.12204,0.7384,1.0581,0.6368,0,0,0,0.08213,0.14135,4,5,0.2278,1,0.4985,0.9091,0.7652,0.1583,8->9,88.25,201.86,1,0.6828,0.7598,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,9,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f09/f09_best.png,0.5964,0.5964,0.7472,0.1913,0.3265,0.02603,0.11601,0.7343,0.6186,0.7946,0,1,1,0.07818,0.1735,4,4,0.256,0,0.5262,0.8824,0.7851,0.1102,9->10,203.57,236.69,1,0.7354,0.7981,0.0627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,10,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f10/f10_best.png,0.6048,0.6048,0.7537,0.2326,0.3975,0.02074,0.0926,0.7584,0.8396,0.8934,0,2,2,0.05215,0.14289,4,5,0.1394,1,0.5337,0.8491,0.712,0.1614,10->11,264.65,384.01,1,0.6456,0.8973,0.2517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,11,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f11/f11_best.png,0.6146,0.6146,0.7613,0.2403,0.4102,0.02597,0.13368,0.7552,1.1692,0.9372,0,0,0,0.04834,0.1063,4,6,0.1532,2,0.5563,0.8224,0.6423,0.2191,11->12,236.83,272.53,1,0.6281,0.9088,0.2807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,12,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f12/f12_best.png,0.6003,0.6003,0.7502,0.2231,0.3824,0.02175,0.10828,0.7298,0.7061,0.765,0,1,1,0.06841,0.11799,4,5,0.2183,1,0.5559,0.8224,0.7049,0.1429,12->13,131.05,173.17,1,0.6486,0.8736,0.225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,13,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f13/f13_best.png,0.6142,0.6142,0.761,0.2439,0.4173,0.02459,0.14326,0.7429,0.7799,0.9759,0,0,0,0.05832,0.07817,4,5,0.1865,1,0.5569,0.8224,0.664,0.1926,13->14,147.48,335.12,1,0.5745,0.5033,-0.0712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,14,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f14/f14_best.png,0.5554,0.5554,0.7141,0.2117,0.3549,0.02463,0.11594,0.7284,0.9935,1.2815,0,0,0,0.07238,0.16743,4,7,0.0945,3,0.3948,0.8416,0.641,0.2383,14->15,100.18,220.65,1,0.5867,0.4951,-0.0916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
demo_01_scene_03_F,optimizer_static,original,24,0,128,frame,15,C:/Users/hexia/Documents/GitHub/umbra-bench/optimized/sequences-static/demo_01_scene_03_F/f15/f15_best.png,0.5975,0.5975,0.748,0.1705,0.285,0.02303,0.06299,0.727,1.0892,1.0664,0,1,1,0.07236,0.21507,4,5,0.1652,1,0.5704,0.8866,0.8545,0.0362,15->16,268.63,391.54,1,0.4765,0.3963,-0.0802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
