shadow_name,subset,target,best_iou,mean_iou,std_iou,min_iou,n_runs,best_run,n_robots,arm_gap_m,seconds,best_iou_vs_original,mean_iou_vs_original,fit_scale,fit_dx,fit_dy,uncastable_before,uncastable_after,best_shadow_png,q_rad_json,a_rot_deg,a_pitch_deg,a_elbow_deg,a_wristpitch_deg,a_wristroll_deg,a_grip_deg,b_rot_deg,b_pitch_deg,b_elbow_deg,b_wristpitch_deg,b_wristroll_deg,b_grip_deg,c_rot_deg,c_pitch_deg,c_elbow_deg,c_wristpitch_deg,c_wristroll_deg,c_grip_deg
animals/chicken_mpeg7-02,animals,targets/animals/chicken_mpeg7-02.png,0.6971,0.6564,0.0198,0.6262,10,3,3,0.2,167.9,,,,,,,,animals/chicken_mpeg7-02/chicken_mpeg7-02_best.png,"[-1.91986, -0.281521, -0.081138, -0.184463, 1.725145, 0.163791, 1.823828, -0.824891, -1.69, 0.304206, -1.132211, -0.159514, 0.641906, -0.260269, -1.69, -0.663465, -1.193327, 0.669602]",-110.0,-16.13,-4.65,-10.57,98.84,9.38,104.5,-47.26,-96.83,17.43,-64.87,-9.14,36.78,-14.91,-96.83,-38.01,-68.37,38.37
digits/6_dejavusans-bold,digits,targets/digits/6_dejavusans-bold.png,0.697,0.6695,0.02,0.6332,10,7,3,0.2,179.4,,,,,,,,digits/6_dejavusans-bold/6_dejavusans-bold_best.png,"[0.442201, -0.21258, -1.268193, -1.335891, 1.992941, -0.115991, 0.815014, -1.409698, -1.12602, 1.653755, 0.175286, -0.174533, 1.688905, -1.439968, -0.809563, 1.54968, -1.374436, 1.524954]",25.34,-12.18,-72.66,-76.54,114.19,-6.65,46.7,-80.77,-64.52,94.75,10.04,-10.0,96.77,-82.5,-46.38,88.79,-78.75,87.37
letters_lower/u_dejavusans-bold,letters_lower,targets/letters_lower/u_dejavusans-bold.png,0.6969,0.6645,0.0186,0.629,10,5,3,0.2,176.2,,,,,,,,letters_lower/u_dejavusans-bold/u_dejavusans-bold_best.png,"[1.748439, -0.795443, -1.69, 1.449333, 2.324051, 0.715137, 0.872178, -0.978252, -1.69, 1.046632, -1.637813, 0.123746, 0.800465, -1.261226, -1.69, 1.447095, -1.658658, 0.43369]",100.18,-45.58,-96.83,83.04,133.16,40.97,49.97,-56.05,-96.83,59.97,-93.84,7.09,45.86,-72.26,-96.83,82.91,-95.03,24.85
animals/elephant_mpeg7-02,animals,targets/animals/elephant_mpeg7-02.png,0.6962,0.6358,0.033,0.58,10,9,3,0.2,177.4,,,,,,,,animals/elephant_mpeg7-02/elephant_mpeg7-02_best.png,"[-0.483908, -0.309651, -1.231561, -1.532925, 0.84382, -0.02518, 0.74869, -0.360276, -1.637802, -1.549173, 0.844866, 1.74533, 0.756148, 0.602612, -1.680567, -1.396249, -1.362989, 1.136988]",-27.73,-17.74,-70.56,-87.83,48.35,-1.44,42.9,-20.64,-93.84,-88.76,48.41,100.0,43.32,34.53,-96.29,-80.0,-78.09,65.14
objects/hat_mpeg7-04,objects,targets/objects/hat_mpeg7-04.png,0.6962,0.6535,0.0264,0.5985,10,2,3,0.2,122.3,,,,,,,,objects/hat_mpeg7-04/hat_mpeg7-04_best.png,"[-1.813845, 0.256658, -1.223761, -1.65806, 1.666507, 1.058029, -1.91986, 0.599739, -0.918876, -0.95078, 0.763227, 0.737666, -1.362529, 0.698763, -1.531556, -0.814173, 2.24373, 1.241227]",-103.93,14.71,-70.12,-95.0,95.48,60.62,-110.0,34.36,-52.65,-54.48,43.73,42.27,-78.07,40.04,-87.75,-46.65,128.56,71.12
animals/ray_mpeg7-04,animals,targets/animals/ray_mpeg7-04.png,0.696,0.6777,0.0133,0.6589,10,8,3,0.2,174.9,,,,,,,,animals/ray_mpeg7-04/ray_mpeg7-04_best.png,"[1.006418, -0.638922, -1.151669, -1.65806, 0.507295, 1.721639, 0.328433, -0.599097, -0.404149, -1.65806, -2.269132, 0.708863, 1.097498, -0.890396, -1.69, -0.255167, 1.311066, 0.868171]",57.66,-36.61,-65.99,-95.0,29.07,98.64,18.82,-34.33,-23.16,-95.0,-130.01,40.61,62.88,-51.02,-96.83,-14.62,75.12,49.74
letters_lower/r_dejavuserif-bold,letters_lower,targets/letters_lower/r_dejavuserif-bold.png,0.6949,0.66,0.0225,0.6152,10,9,3,0.2,180.8,,,,,,,,letters_lower/r_dejavuserif-bold/r_dejavuserif-bold_best.png,"[1.426128, -1.345148, -0.46476, -0.550089, -1.932581, 1.287213, 1.119251, 0.052186, -1.449429, -0.808337, 1.717706, 1.584606, -0.65218, -1.529149, 1.16569, 1.072522, 1.143621, 0.489963]",81.71,-77.07,-26.63,-31.52,-110.73,73.75,64.13,2.99,-83.05,-46.31,98.42,90.79,-37.37,-87.61,66.79,61.45,65.52,28.07
objects/teddy_mpeg7-01,objects,targets/objects/teddy_mpeg7-01.png,0.6947,0.6583,0.0257,0.6182,10,5,3,0.2,126.7,,,,,,,,objects/teddy_mpeg7-01/teddy_mpeg7-01_best.png,"[-1.821787, -0.123698, 0.073785, -1.169323, -1.933743, -0.162918, 1.91986, -1.128029, -0.409225, 0.58972, 1.746127, -0.13105, 0.793375, -1.394482, -1.69, 1.652072, -1.49285, -0.174533]",-104.38,-7.09,4.23,-67.0,-110.8,-9.33,110.0,-64.63,-23.45,33.79,100.05,-7.51,45.46,-79.9,-96.83,94.66,-85.53,-10.0
abstract/device8_mpeg7-04,abstract,targets/abstract/device8_mpeg7-04.png,0.693,0.6396,0.026,0.6009,10,4,3,0.2,113.6,,,,,,,,abstract/device8_mpeg7-04/device8_mpeg7-04_best.png,"[-0.03488, -0.584279, -1.368899, 1.582801, -0.752003, -0.119796, 0.072411, -0.494057, -1.69, -0.313808, -0.85089, -0.141911, -0.709767, -0.555286, -1.331467, -0.510723, -2.141191, 1.74533]",-2.0,-33.48,-78.43,90.69,-43.09,-6.86,4.15,-28.31,-96.83,-17.98,-48.75,-8.13,-40.67,-31.82,-76.29,-29.26,-122.68,100.0
letters_lower/f_dejavusansmono-bold,letters_lower,targets/letters_lower/f_dejavusansmono-bold.png,0.6929,0.6687,0.0136,0.6426,10,9,3,0.2,181.7,,,,,,,,letters_lower/f_dejavusansmono-bold/f_dejavusansmono-bold_best.png,"[1.899314, 0.3299, -1.69, 0.310828, -1.17776, 1.589756, -1.059617, -1.125034, -0.591904, 1.505427, -1.153784, 0.238775, -0.038754, -0.635046, -0.92307, -1.639905, 1.778953, 0.770681]",108.82,18.9,-96.83,17.81,-67.48,91.09,-60.71,-64.46,-33.91,86.25,-66.11,13.68,-2.22,-36.39,-52.89,-93.96,101.93,44.16
objects/jar_mpeg7-03,objects,targets/objects/jar_mpeg7-03.png,0.6925,0.6523,0.0236,0.6025,10,6,3,0.2,123.5,,,,,,,,objects/jar_mpeg7-03/jar_mpeg7-03_best.png,"[-1.91986, -0.044781, -1.026606, 1.465495, -2.415918, 0.867892, -1.297421, -0.559272, 0.276997, -0.24907, 0.676819, 1.740395, 0.836868, -1.200369, -1.200166, -0.259896, 0.40304, 1.683398]",-110.0,-2.57,-58.82,83.97,-138.42,49.73,-74.34,-32.04,15.87,-14.27,38.78,99.72,47.95,-68.78,-68.76,-14.89,23.09,96.45
objects/tree_mpeg7-03,objects,targets/objects/tree_mpeg7-03.png,0.6913,0.6784,0.0079,0.6664,10,9,3,0.2,121.8,,,,,,,,objects/tree_mpeg7-03/tree_mpeg7-03_best.png,"[1.261869, -1.492066, -0.607936, 0.920824, -1.988853, -0.107634, -0.750167, -0.887867, -1.388318, 0.965867, 1.563899, 1.707745, 1.042154, -1.11691, 0.162781, -0.290497, 1.156369, 1.57201]",72.3,-85.49,-34.83,52.76,-113.95,-6.17,-42.98,-50.87,-79.54,55.34,89.6,97.85,59.71,-63.99,9.33,-16.64,66.26,90.07
letters_upper/B_dejavusans-bold,letters_upper,targets/letters_upper/B_dejavusans-bold.png,0.6912,0.6484,0.0328,0.6007,10,0,3,0.2,177.6,,,,,,,,letters_upper/B_dejavusans-bold/B_dejavusans-bold_best.png,"[-1.91986, 0.641442, -0.925843, -1.447357, 2.84121, -0.112768, -1.192158, 0.39775, -1.69, -0.777168, 1.456325, 1.69746, -1.91986, -1.207678, 0.112018, -1.65806, 0.12852, 0.783614]",-110.0,36.75,-53.05,-82.93,162.79,-6.46,-68.31,22.79,-96.83,-44.53,83.44,97.26,-110.0,-69.19,6.42,-95.0,7.36,44.9
abstract/device9_mpeg7-04,abstract,targets/abstract/device9_mpeg7-04.png,0.691,0.6662,0.0187,0.6397,10,5,3,0.2,113.8,,,,,,,,abstract/device9_mpeg7-04/device9_mpeg7-04_best.png,"[-1.735422, 0.754918, -1.448015, -0.188146, -1.990681, 1.74533, 0.831614, -1.368544, -1.227944, 0.976068, -1.485581, -0.125656, -0.926503, 0.518078, -1.649449, -1.089846, 1.604557, 0.878928]",-99.43,43.25,-82.97,-10.78,-114.06,100.0,47.65,-78.41,-70.36,55.92,-85.12,-7.2,-53.08,29.68,-94.51,-62.44,91.93,50.36
abstract/heart_mpeg7-01,abstract,targets/abstract/heart_mpeg7-01.png,0.6901,0.6501,0.0255,0.6199,10,1,3,0.2,116.6,,,,,,,,abstract/heart_mpeg7-01/heart_mpeg7-01_best.png,"[1.020304, -0.617135, -1.453342, -0.990019, 0.474388, 1.734844, -1.182038, -0.21, -0.376219, -1.505586, 1.196529, 1.707593, 0.753457, -1.138789, -1.516378, 0.608037, -1.16418, -0.153407]",58.46,-35.36,-83.27,-56.72,27.18,99.4,-67.73,-12.03,-21.56,-86.26,68.56,97.84,43.17,-65.25,-86.88,34.84,-66.7,-8.79
letters_lower/i_dejavuserif-bold,letters_lower,targets/letters_lower/i_dejavuserif-bold.png,0.6899,0.6695,0.0225,0.6109,10,7,3,0.2,179.2,,,,,,,,letters_lower/i_dejavuserif-bold/i_dejavuserif-bold_best.png,"[1.908473, 0.517692, -1.674699, -1.396614, 2.839355, 0.045001, -0.625531, -1.276325, 0.014247, -0.349735, -0.563528, 0.645427, 1.910065, 0.355506, -1.57488, -0.282711, -2.139754, 0.046118]",109.35,29.66,-95.95,-80.02,162.68,2.58,-35.84,-73.13,0.82,-20.04,-32.29,36.98,109.44,20.37,-90.23,-16.2,-122.6,2.64
objects/fountain_mpeg7-04,objects,targets/objects/fountain_mpeg7-04.png,0.6898,0.6464,0.0326,0.5602,10,8,3,0.2,127.0,,,,,,,,objects/fountain_mpeg7-04/fountain_mpeg7-04_best.png,"[1.151394, -0.924179, -1.520295, -1.008136, -2.736232, -0.050206, -1.101558, -1.321077, 0.294561, -1.229988, -0.086858, -0.029379, 1.917272, -0.860038, -1.664894, -1.356892, 1.610786, 1.74479]",65.97,-52.95,-87.11,-57.76,-156.77,-2.88,-63.11,-75.69,16.88,-70.47,-4.98,-1.68,109.85,-49.28,-95.39,-77.74,92.29,99.97
objects/fountain_mpeg7-03,objects,targets/objects/fountain_mpeg7-03.png,0.6892,0.6456,0.0272,0.5893,10,8,3,0.2,123.8,,,,,,,,objects/fountain_mpeg7-03/fountain_mpeg7-03_best.png,"[1.131575, -0.840892, -1.64181, -1.168435, -1.580047, 0.814904, 1.771122, -0.808133, -1.668356, -1.248339, -0.691132, 0.034433, -0.865516, -1.220828, -0.10434, -0.660099, 0.405204, 1.146331]",64.83,-48.18,-94.07,-66.95,-90.53,46.69,101.48,-46.3,-95.59,-71.52,-39.6,1.97,-49.59,-69.95,-5.98,-37.82,23.22,65.68
abstract/device2_mpeg7-02,abstract,targets/abstract/device2_mpeg7-02.png,0.6886,0.674,0.0106,0.6533,10,5,3,0.2,112.6,,,,,,,,abstract/device2_mpeg7-02/device2_mpeg7-02_best.png,"[1.269772, -1.472547, -0.510653, -0.531203, 2.754869, 0.881475, 1.845008, -1.36273, -0.283289, 0.784235, 1.294928, 0.973339, 0.98116, -1.197923, -1.686547, 1.039487, -1.703985, -0.14961]",72.75,-84.37,-29.26,-30.44,157.84,50.5,105.71,-78.08,-16.23,44.93,74.19,55.77,56.22,-68.64,-96.63,59.56,-97.63,-8.57
abstract/device9_mpeg7-05,abstract,targets/abstract/device9_mpeg7-05.png,0.6883,0.6458,0.0258,0.6034,10,3,3,0.2,114.3,,,,,,,,abstract/device9_mpeg7-05/device9_mpeg7-05_best.png,"[-1.91986, 0.628789, -1.008929, -1.363707, 1.392286, -0.174533, 1.91986, -1.008294, -1.656395, 1.349019, -1.156686, 0.126853, 1.487988, -0.765445, -0.358662, -1.016868, 2.61343, -0.001427]",-110.0,36.03,-57.81,-78.13,79.77,-10.0,110.0,-57.77,-94.9,77.29,-66.27,7.27,85.26,-43.86,-20.55,-58.26,149.74,-0.08
letters_lower/j_dejavusans-bold,letters_lower,targets/letters_lower/j_dejavusans-bold.png,0.6881,0.6504,0.0403,0.5708,10,6,3,0.2,178.3,,,,,,,,letters_lower/j_dejavusans-bold/j_dejavusans-bold_best.png,"[1.831322, 0.691637, -1.69, -0.97654, -2.74385, -0.106048, 1.897499, 0.519285, -1.69, -0.164351, 2.490398, 0.173211, -1.622058, -1.74533, -1.565867, 0.364743, 1.811174, 0.598759]",104.93,39.63,-96.83,-55.95,-157.21,-6.08,108.72,29.75,-96.83,-9.42,142.69,9.92,-92.94,-100.0,-89.72,20.9,103.77,34.31
letters_upper/B_dejavusansmono-bold,letters_upper,targets/letters_upper/B_dejavusansmono-bold.png,0.688,0.6542,0.0187,0.626,10,1,3,0.2,179.3,,,,,,,,letters_upper/B_dejavusansmono-bold/B_dejavusansmono-bold_best.png,"[1.02476, -1.220695, -1.43683, 1.279983, -2.74385, 0.261313, -1.294825, 0.330023, -1.689736, -0.722701, 1.535623, 1.441437, -0.030693, -1.417593, -0.415629, 1.618108, -1.227327, 0.743346]",58.71,-69.94,-82.32,73.34,-157.21,14.97,-74.19,18.91,-96.81,-41.41,87.98,82.59,-1.76,-81.22,-23.81,92.71,-70.32,42.59
objects/glas_mpeg7-03,objects,targets/objects/glas_mpeg7-03.png,0.688,0.656,0.0231,0.6152,10,2,3,0.2,124.0,,,,,,,,objects/glas_mpeg7-03/glas_mpeg7-03_best.png,"[-1.91986, 0.296902, -1.534774, -1.200736, 1.888109, 1.699609, -0.208295, -1.023015, -0.276518, 0.48811, -2.15023, -0.112836, 0.460386, -0.843298, -1.057559, -0.374941, -2.536394, 0.011532]",-110.0,17.01,-87.94,-68.8,108.18,97.38,-11.93,-58.61,-15.84,27.97,-123.2,-6.47,26.38,-48.32,-60.59,-21.48,-145.32,0.66
abstract/device9_mpeg7-01,abstract,targets/abstract/device9_mpeg7-01.png,0.6879,0.655,0.0193,0.6157,10,1,3,0.2,113.9,,,,,,,,abstract/device9_mpeg7-01/device9_mpeg7-01_best.png,"[-1.894445, 0.501845, -0.653696, -1.011111, -1.593839, 1.606775, -1.232047, 0.481271, -1.478526, -1.332707, 1.788674, 0.616912, 0.995087, -1.169174, -0.416654, -0.538048, -1.499141, 0.367274]",-108.54,28.75,-37.45,-57.93,-91.32,92.06,-70.59,27.57,-84.71,-76.36,102.48,35.35,57.01,-66.99,-23.87,-30.83,-85.89,21.04
abstract/device6_mpeg7-01,abstract,targets/abstract/device6_mpeg7-01.png,0.6871,0.6477,0.0218,0.6113,10,2,3,0.2,113.0,,,,,,,,abstract/device6_mpeg7-01/device6_mpeg7-01_best.png,"[1.306031, -1.30433, -0.70164, -0.230492, -1.017842, 1.646629, -1.91986, 0.862569, -1.160469, -0.747737, -0.302968, 0.672172, 0.567877, 0.382302, -1.69, -1.348265, -0.907323, 1.667607]",74.83,-74.73,-40.2,-13.21,-58.32,94.34,-110.0,49.42,-66.49,-42.84,-17.36,38.51,32.54,21.9,-96.83,-77.25,-51.99,95.55
letters_upper/F_dejavusansmono-bold,letters_upper,targets/letters_upper/F_dejavusansmono-bold.png,0.6868,0.6622,0.0175,0.6338,10,5,3,0.2,177.9,,,,,,,,letters_upper/F_dejavusansmono-bold/F_dejavusansmono-bold_best.png,"[1.860896, -0.789434, -0.766556, 0.78009, 1.695083, 0.932477, 0.348929, -0.247459, -1.467043, -0.807197, -1.391314, 0.744238, -0.551257, -0.374937, -1.689937, -1.611888, -1.204465, 1.72978]",106.62,-45.23,-43.92,44.7,97.12,53.43,19.99,-14.18,-84.06,-46.25,-79.72,42.64,-31.58,-21.48,-96.83,-92.35,-69.01,99.11
objects/teddy_mpeg7-03,objects,targets/objects/teddy_mpeg7-03.png,0.6868,0.6579,0.0149,0.629,10,1,3,0.2,122.3,,,,,,,,objects/teddy_mpeg7-03/teddy_mpeg7-03_best.png,"[1.324727, -1.209485, -1.067729, 0.059084, 1.112097, 0.469926, -1.405947, 0.853516, -1.673799, -1.335358, 2.515749, 0.54291, -1.91986, 0.85784, -0.910939, -0.985818, -0.255664, 0.254978]",75.9,-69.3,-61.18,3.39,63.72,26.92,-80.55,48.9,-95.9,-76.51,144.14,31.11,-110.0,49.15,-52.19,-56.48,-14.65,14.61
abstract/misk_mpeg7-04,abstract,targets/abstract/misk_mpeg7-04.png,0.6867,0.6608,0.016,0.6318,10,1,3,0.2,115.1,,,,,,,,abstract/misk_mpeg7-04/misk_mpeg7-04_best.png,"[1.061581, -0.974526, -1.246494, -0.374794, 0.111033, 1.741192, -1.376348, 0.32565, -1.348427, -1.057343, 1.634495, 1.242559, 0.805418, -0.485478, -1.291012, -0.667456, 0.428558, 0.035825]",60.82,-55.84,-71.42,-21.47,6.36,99.76,-78.86,18.66,-77.26,-60.58,93.65,71.19,46.15,-27.82,-73.97,-38.24,24.55,2.05
vehicles/chopper_mpeg7-05,vehicles,targets/vehicles/chopper_mpeg7-05.png,0.6865,0.6495,0.0173,0.6261,10,9,3,0.2,124.3,,,,,,,,vehicles/chopper_mpeg7-05/chopper_mpeg7-05_best.png,"[0.977914, -0.416341, -1.676205, -1.651827, -1.739351, 1.709129, 1.91986, -0.729002, -1.387214, -1.642394, -0.019762, 1.244147, 1.91986, -0.184487, -0.094149, 0.978711, 1.920837, 1.233335]",56.03,-23.85,-96.04,-94.64,-99.66,97.93,110.0,-41.77,-79.48,-94.1,-1.13,71.28,110.0,-10.57,-5.39,56.08,110.06,70.66
letters_lower/o_dejavuserif-bold,letters_lower,targets/letters_lower/o_dejavuserif-bold.png,0.6863,0.6503,0.0213,0.6253,10,2,3,0.2,180.3,,,,,,,,letters_lower/o_dejavuserif-bold/o_dejavuserif-bold_best.png,"[-0.478703, -0.345019, -1.166866, -1.470869, 0.974126, 0.567759, -1.91986, 0.718347, -1.018446, -0.479279, -0.197713, 0.635813, 0.431228, 0.347519, -1.69, -1.112006, 1.792916, -0.013079]",-27.43,-19.77,-66.86,-84.27,55.81,32.53,-110.0,41.16,-58.35,-27.46,-11.33,36.43,24.71,19.91,-96.83,-63.71,102.73,-0.75
objects/glas_mpeg7-04,objects,targets/objects/glas_mpeg7-04.png,0.6861,0.6605,0.0193,0.6209,10,0,3,0.2,123.3,,,,,,,,objects/glas_mpeg7-04/glas_mpeg7-04_best.png,"[-0.77872, -1.012007, -0.727458, 1.049107, 1.238099, 1.74533, -0.057091, -1.063268, -0.223836, 0.515266, -2.098697, -0.031362, 0.396962, -0.764722, -1.163205, -0.282145, -2.717311, -0.115556]",-44.62,-57.98,-41.68,60.11,70.94,100.0,-3.27,-60.92,-12.82,29.52,-120.25,-1.8,22.74,-43.82,-66.65,-16.17,-155.69,-6.62
abstract/device6_mpeg7-04,abstract,targets/abstract/device6_mpeg7-04.png,0.6853,0.6535,0.0141,0.639,10,3,3,0.2,114.6,,,,,,,,abstract/device6_mpeg7-04/device6_mpeg7-04_best.png,"[-1.877617, 0.483645, -0.57879, -1.216511, 1.272176, 1.293895, 1.918281, -1.062838, -1.462201, 1.493345, -1.405851, 0.351672, 1.20747, -0.612139, -1.577474, 0.711123, 1.820962, 1.737104]",-107.58,27.71,-33.16,-69.7,72.89,74.13,109.91,-60.9,-83.78,85.56,-80.55,20.15,69.18,-35.07,-90.38,40.74,104.33,99.53
objects/jar_mpeg7-02,objects,targets/objects/jar_mpeg7-02.png,0.6851,0.651,0.0208,0.6211,10,0,3,0.2,126.8,,,,,,,,objects/jar_mpeg7-02/jar_mpeg7-02_best.png,"[-1.919853, 0.097981, -0.377808, -0.215342, -1.610037, 1.489464, 0.716896, -0.297365, -1.294848, -1.656303, 0.542843, 1.399073, 0.612429, -0.408852, 0.314806, -1.648616, -1.304872, 1.209069]",-110.0,5.61,-21.65,-12.34,-92.25,85.34,41.08,-17.04,-74.19,-94.9,31.1,80.16,35.09,-23.43,18.04,-94.46,-74.76,69.27
animals/flatfish_mpeg7-01,animals,targets/animals/flatfish_mpeg7-01.png,0.685,0.6585,0.0228,0.6141,10,9,3,0.2,177.3,,,,,,,,animals/flatfish_mpeg7-01/flatfish_mpeg7-01_best.png,"[1.078588, -0.471512, -1.476578, -1.65806, -1.887207, 1.432855, -1.178921, -0.556851, -0.29604, 1.590992, 1.240116, 0.080045, -0.673982, -0.823544, -1.69, -0.011264, 0.77027, 0.877337]",61.8,-27.02,-84.6,-95.0,-108.13,82.1,-67.55,-31.91,-16.96,91.16,71.05,4.59,-38.62,-47.19,-96.83,-0.65,44.13,50.27
objects/pocket_mpeg7-03,objects,targets/objects/pocket_mpeg7-03.png,0.6846,0.6618,0.0142,0.6272,10,0,3,0.2,123.6,,,,,,,,objects/pocket_mpeg7-03/pocket_mpeg7-03_best.png,"[0.961663, -1.220563, -1.274734, 1.580013, 1.239861, 0.896324, -1.91986, -0.607972, -0.51369, 0.508123, -1.580751, -0.056131, 1.207712, 0.96615, -1.68749, -1.65806, 1.127556, -0.106712]",55.1,-69.93,-73.04,90.53,71.04,51.36,-110.0,-34.83,-29.43,29.11,-90.57,-3.22,69.2,55.36,-96.69,-95.0,64.6,-6.11
animals/frog_mpeg7-02,animals,targets/animals/frog_mpeg7-02.png,0.6835,0.6638,0.0145,0.6398,10,8,3,0.2,184.8,,,,,,,,animals/frog_mpeg7-02/frog_mpeg7-02_best.png,"[1.236862, -1.311335, -1.041305, 1.500231, -0.216686, -0.110192, 0.74621, -1.229294, -1.558699, 1.65806, 1.608065, 0.107983, -1.240567, -0.362106, -0.041717, -1.487069, -1.07561, 0.124871]",70.87,-75.13,-59.66,85.96,-12.42,-6.31,42.75,-70.43,-89.31,95.0,92.14,6.19,-71.08,-20.75,-2.39,-85.2,-61.63,7.15
letters_lower/n_dejavusansmono-bold,letters_lower,targets/letters_lower/n_dejavusansmono-bold.png,0.6833,0.6561,0.0264,0.6033,10,2,3,0.2,177.7,,,,,,,,letters_lower/n_dejavusansmono-bold/n_dejavusansmono-bold_best.png,"[-1.462605, 0.539166, -1.671744, -1.276549, 1.658263, 1.421979, -1.91986, 0.773417, -0.944808, -0.978915, -0.128619, 0.882302, 0.217882, -1.212887, -0.943109, 0.695175, -2.325195, 0.582253]",-83.8,30.89,-95.78,-73.14,95.01,81.47,-110.0,44.31,-54.13,-56.09,-7.37,50.55,12.48,-69.49,-54.04,39.83,-133.22,33.36
letters_lower/t_dejavusansmono-bold,letters_lower,targets/letters_lower/t_dejavusansmono-bold.png,0.6832,0.6531,0.0179,0.6233,10,6,3,0.2,175.9,,,,,,,,letters_lower/t_dejavusansmono-bold/t_dejavusansmono-bold_best.png,"[-1.195588, -1.226426, -0.391054, 0.761148, -2.673447, 1.453089, -0.367867, -0.75822, -0.557796, -1.65806, -1.048913, 0.269932, -1.098464, -1.734106, -1.530381, 0.321781, -1.683239, 0.038014]",-68.5,-70.27,-22.41,43.61,-153.18,83.26,-21.08,-43.44,-31.96,-95.0,-60.1,15.47,-62.94,-99.36,-87.68,18.44,-96.44,2.18
letters_lower/d_dejavuserif-bold,letters_lower,targets/letters_lower/d_dejavuserif-bold.png,0.6829,0.6352,0.0287,0.5939,10,1,3,0.2,178.0,,,,,,,,letters_lower/d_dejavuserif-bold/d_dejavuserif-bold_best.png,"[0.724934, -1.369348, -0.628468, 0.540117, -2.541808, 0.688956, -1.402663, 0.798485, -1.69, -1.65806, 1.610116, 0.761385, -1.91986, 1.182556, -1.419071, -0.024148, -0.56516, 1.266164]",41.54,-78.46,-36.01,30.95,-145.63,39.47,-80.37,45.75,-96.83,-95.0,92.25,43.62,-110.0,67.76,-81.31,-1.38,-32.38,72.55
animals/bird_mpeg7-03,animals,targets/animals/bird_mpeg7-03.png,0.6828,0.6512,0.0201,0.6208,10,8,3,0.2,174.0,,,,,,,,animals/bird_mpeg7-03/bird_mpeg7-03_best.png,"[1.158429, -0.68365, -1.214076, -1.492919, -2.529028, 1.74533, -0.784977, -0.758808, -1.69, 0.685851, -2.73381, -0.127598, 1.686464, -0.945881, -1.298802, -1.470941, 0.708856, 1.436906]",66.37,-39.17,-69.56,-85.54,-144.9,100.0,-44.98,-43.48,-96.83,39.3,-156.64,-7.31,96.63,-54.19,-74.42,-84.28,40.61,82.33
objects/fountain_mpeg7-05,objects,targets/objects/fountain_mpeg7-05.png,0.6825,0.6536,0.0166,0.6315,10,8,3,0.2,125.2,,,,,,,,objects/fountain_mpeg7-05/fountain_mpeg7-05_best.png,"[1.124186, -0.745636, -1.63577, -1.342495, -1.672666, 0.937386, -1.197869, -0.889385, 0.285329, 1.190063, -1.362931, 0.247157, 0.483785, -1.120115, 0.24239, -1.475376, -2.525226, 0.887346]",64.41,-42.72,-93.72,-76.92,-95.84,53.71,-68.63,-50.96,16.35,68.19,-78.09,14.16,27.72,-64.18,13.89,-84.53,-144.68,50.84
letters_lower/p_dejavusans-bold,letters_lower,targets/letters_lower/p_dejavusans-bold.png,0.6824,0.6477,0.027,0.5865,10,4,3,0.2,178.8,,,,,,,,letters_lower/p_dejavusans-bold/p_dejavusans-bold_best.png,"[1.91986, -0.863333, -0.990219, 1.048775, -1.678543, 1.064335, -0.223681, -0.85118, -1.69, 1.135358, 2.750879, 0.737028, 0.303965, -0.762305, -1.614491, 0.818452, 1.865961, 0.250813]",110.0,-49.47,-56.74,60.09,-96.17,60.98,-12.82,-48.77,-96.83,65.05,157.61,42.23,17.42,-43.68,-92.5,46.89,106.91,14.37
animals/ray_mpeg7-01,animals,targets/animals/ray_mpeg7-01.png,0.6811,0.6587,0.0155,0.6284,10,2,3,0.2,184.6,,,,,,,,animals/ray_mpeg7-01/ray_mpeg7-01_best.png,"[1.29141, -1.120861, -1.010038, -0.061573, -0.735719, 1.74533, -1.206185, -0.472581, -0.269318, -1.530011, -1.076543, 1.74533, 0.984886, -1.141482, -1.27591, 0.159201, 2.84121, 1.575641]",73.99,-64.22,-57.87,-3.53,-42.15,100.0,-69.11,-27.08,-15.43,-87.66,-61.68,100.0,56.43,-65.4,-73.1,9.12,162.79,90.28
animals/turtle_mpeg7-03,animals,targets/animals/turtle_mpeg7-03.png,0.6807,0.6652,0.0102,0.6516,10,4,3,0.2,175.2,,,,,,,,animals/turtle_mpeg7-03/turtle_mpeg7-03_best.png,"[-0.774269, -0.832711, -1.292409, 1.585237, -0.206877, -0.171914, -0.41179, -1.157224, -0.798501, 1.140356, -2.250836, 1.74533, -1.440228, -1.732801, -0.191443, -0.314254, -2.685335, 1.74533]",-44.36,-47.71,-74.05,90.83,-11.85,-9.85,-23.59,-66.3,-45.75,65.34,-128.96,100.0,-82.52,-99.28,-10.97,-18.01,-153.86,100.0
