shadow_name,subset,target,best_iou,mean_iou,std_iou,min_iou,n_runs,best_run,n_robots,arm_gap_m,seconds,best_iou_vs_original,mean_iou_vs_original,fit_scale,fit_dx,fit_dy,uncastable_before,uncastable_after,best_shadow_png,q_rad_json,a_rot_deg,a_pitch_deg,a_elbow_deg,a_wristpitch_deg,a_wristroll_deg,a_grip_deg,b_rot_deg,b_pitch_deg,b_elbow_deg,b_wristpitch_deg,b_wristroll_deg,b_grip_deg,c_rot_deg,c_pitch_deg,c_elbow_deg,c_wristpitch_deg,c_wristroll_deg,c_grip_deg
objects/fountain_mpeg7-01,objects,targets/objects/fountain_mpeg7-01.png,0.8412,0.8184,0.0218,0.7669,10,1,3,0.2,112.5,0.2372,0.2175,0.9269,-12.07,28.16,0.22403,0.24369,objects/fountain_mpeg7-01/fountain_mpeg7-01_best.png,"[-1.034533, -0.508938, 0.788428, 1.65806, 1.089236, 0.715128, -1.127849, -1.551073, -1.294324, -1.284943, -0.929611, 1.044593, -1.758828, -1.669663, 0.716551, -1.647157, -0.134948, 0.558526]",-59.27,-29.16,45.17,95.0,62.41,40.97,-64.62,-88.87,-74.16,-73.62,-53.26,59.85,-100.77,-95.66,41.06,-94.38,-7.73,32.0
letters_upper/J_dejavusansmono-bold,letters_upper,targets/letters_upper/J_dejavusansmono-bold.png,0.8409,0.8025,0.0348,0.7388,10,0,3,0.2,114.6,0.1205,0.0893,0.9269,-20.11,20.11,0.12231,0.09421,letters_upper/J_dejavusansmono-bold/J_dejavusansmono-bold_best.png,"[-1.159022, -1.005583, -0.564444, 1.440015, -1.416221, -0.064008, 0.745161, 1.511187, -0.98024, -1.163897, 1.452946, 1.551868, -1.91986, 0.011038, -1.408531, -1.575263, 1.497513, 0.842574]",-66.41,-57.62,-32.34,82.51,-81.14,-3.67,42.69,86.58,-56.16,-66.69,83.25,88.92,-110.0,0.63,-80.7,-90.26,85.8,48.28
letters_lower/o_dejavusans-bold,letters_lower,targets/letters_lower/o_dejavusans-bold.png,0.8408,0.7838,0.0393,0.7162,10,4,3,0.2,113.8,0.2098,0.1653,0.8308,-28.16,28.16,0.12549,0.20036,letters_lower/o_dejavusans-bold/o_dejavusans-bold_best.png,"[-1.153431, 0.847748, -1.669785, 1.315178, -0.899884, 1.486197, -0.770489, -0.831246, 0.00482, 1.282278, -0.243493, -0.116917, -1.240316, -1.745098, -0.256013, 1.65806, -0.861655, 1.3025]",-66.09,48.57,-95.67,75.35,-51.56,85.15,-44.15,-47.63,0.28,73.47,-13.95,-6.7,-71.06,-99.99,-14.67,95.0,-49.37,74.63
figures/children_mpeg7-04,figures,targets/figures/children_mpeg7-04.png,0.8399,0.8265,0.0105,0.8011,10,5,3,0.2,112.9,0.4144,0.399,1.0231,-8.05,12.07,0.0,0.04771,figures/children_mpeg7-04/children_mpeg7-04_best.png,"[1.361604, -1.74533, -0.188634, 0.835525, 0.544479, 1.564325, 1.278342, -1.391211, 0.676125, -1.003294, 2.825124, 0.063754, 1.7242, 0.307449, -1.328871, -1.138709, 2.493915, 1.391469]",78.01,-100.0,-10.81,47.87,31.2,89.63,73.24,-79.71,38.74,-57.48,161.87,3.65,98.79,17.62,-76.14,-65.24,142.89,79.73
vehicles/truck_mpeg7-04,vehicles,targets/vehicles/truck_mpeg7-04.png,0.8397,0.774,0.0477,0.6714,10,7,3,0.2,53.4,0.1908,0.1619,1.0231,-16.09,28.16,0.12151,0.31453,vehicles/truck_mpeg7-04/truck_mpeg7-04_best.png,"[1.275256, -0.836192, -1.69, -1.18494, 2.170855, -0.042813, -1.151751, 0.427917, -0.115578, -1.277275, 1.678609, 1.629917, 0.45757, -1.450797, 0.845087, 0.963652, 2.790706, 0.015479]",73.07,-47.91,-96.83,-67.89,124.38,-2.45,-65.99,24.52,-6.62,-73.18,96.18,93.39,26.22,-83.12,48.42,55.21,159.9,0.89
letters_upper/Y_dejavusans-bold,letters_upper,targets/letters_upper/Y_dejavusans-bold.png,0.8388,0.8018,0.0171,0.7809,10,2,3,0.2,6560.6,0.2913,0.2763,0.8308,-4.02,24.14,0.10756,0.03365,letters_upper/Y_dejavusans-bold/Y_dejavusans-bold_best.png,"[-1.121648, -0.900277, -1.69, 0.026727, -1.255333, 0.372779, 1.035854, -0.960777, 0.229521, 0.376309, 0.664296, -0.174533, 1.137283, -1.725322, 0.722125, 0.882684, 0.930477, 0.930203]",-64.27,-51.58,-96.83,1.53,-71.93,21.36,59.35,-55.05,13.15,21.56,38.06,-10.0,65.16,-98.85,41.37,50.57,53.31,53.3
letters_lower/r_dejavusans-bold,letters_lower,targets/letters_lower/r_dejavusans-bold.png,0.838,0.8001,0.022,0.7716,10,5,3,0.2,115.5,0.2731,0.2518,0.7346,4.02,24.14,0.21886,0.04611,letters_lower/r_dejavusans-bold/r_dejavusans-bold_best.png,"[-1.238629, -1.352335, -0.040251, -1.65806, 1.368872, 1.412561, -0.994547, -0.986766, -1.050179, -1.241312, 2.227235, 0.453711, 1.561608, -0.116287, -0.365199, 0.208572, -2.304199, 0.002685]",-70.97,-77.48,-2.31,-95.0,78.43,80.93,-56.98,-56.54,-60.17,-71.12,127.61,26.0,89.47,-6.66,-20.92,11.95,-132.02,0.15
objects/cup_mpeg7-01,objects,targets/objects/cup_mpeg7-01.png,0.8366,0.8107,0.0259,0.7519,10,4,3,0.2,114.9,0.3655,0.3504,0.8308,-8.05,28.16,0.14059,0.25112,objects/cup_mpeg7-01/cup_mpeg7-01_best.png,"[0.874188, -0.926906, 0.056613, 1.64976, 0.158904, -0.167004, 1.206448, 0.606176, 0.255354, -1.657982, 2.810986, 1.640821, 1.266413, -0.645656, -1.68736, -1.57872, -0.011782, 0.217326]",50.09,-53.11,3.24,94.52,9.1,-9.57,69.12,34.73,14.63,-95.0,161.06,94.01,72.56,-36.99,-96.68,-90.45,-0.68,12.45
objects/teddy_mpeg7-02,objects,targets/objects/teddy_mpeg7-02.png,0.8364,0.8075,0.0195,0.7651,10,8,3,0.2,115.8,0.3518,0.3341,0.8308,-16.09,24.14,0.1565,0.2472,objects/teddy_mpeg7-02/teddy_mpeg7-02_best.png,"[0.89688, -1.12744, -0.22042, 1.510804, -0.599253, 0.048219, -1.362615, 0.620523, -1.093764, 1.593103, 0.113496, 1.287613, 0.571943, -1.74533, 1.090847, -0.523924, -1.772086, 1.055311]",51.39,-64.6,-12.63,86.56,-34.33,2.76,-78.07,35.55,-62.67,91.28,6.5,73.77,32.77,-100.0,62.5,-30.02,-101.53,60.46
abstract/device8_mpeg7-03,abstract,targets/abstract/device8_mpeg7-03.png,0.8355,0.807,0.0192,0.7758,10,0,3,0.2,113.2,0.2763,0.2564,0.8308,-4.02,28.16,0.1283,0.05678,abstract/device8_mpeg7-03/device8_mpeg7-03_best.png,"[1.31101, -0.992336, -1.23606, -1.275582, -2.153548, 0.43243, -0.969149, -1.158477, -1.20707, -0.529954, -1.846143, 1.168776, 0.797381, -0.686914, -0.192344, 1.393078, -1.518215, 1.16843]",75.12,-56.86,-70.82,-73.09,-123.39,24.78,-55.53,-66.38,-69.16,-30.36,-105.78,66.97,45.69,-39.36,-11.02,79.82,-86.99,66.95
animals/flatfish_mpeg7-03,animals,targets/animals/flatfish_mpeg7-03.png,0.8352,0.7895,0.0315,0.7363,10,1,3,0.2,113.7,0.1737,0.1621,1.0231,-12.07,28.16,0.01119,0.3214,animals/flatfish_mpeg7-03/flatfish_mpeg7-03_best.png,"[1.258957, -0.881166, -1.69, -0.950024, -2.677891, -0.014965, -0.771436, -1.312219, 0.269258, 1.632553, 1.857799, -0.044285, 0.839226, 0.941418, -1.329684, 0.903772, 1.702984, 0.323648]",72.13,-50.49,-96.83,-54.43,-153.43,-0.86,-44.2,-75.18,15.43,93.54,106.44,-2.54,48.08,53.94,-76.19,51.78,97.57,18.54
animals/ray_mpeg7-02,animals,targets/animals/ray_mpeg7-02.png,0.8352,0.8034,0.0247,0.7604,10,7,3,0.2,115.0,0.2716,0.2526,1.0231,-20.11,28.16,0.12608,0.22178,animals/ray_mpeg7-02/ray_mpeg7-02_best.png,"[1.211085, -0.94974, -1.348671, -1.65806, 2.164902, 0.305364, 1.733817, -1.018378, -1.113371, -1.576209, 0.374363, 1.061898, -1.051474, -0.487504, 0.801523, 1.351225, -0.584541, 1.4352]",69.39,-54.42,-77.27,-95.0,124.04,17.5,99.34,-58.35,-63.79,-90.31,21.45,60.84,-60.25,-27.93,45.92,77.42,-33.49,82.23
objects/hat_mpeg7-05,objects,targets/objects/hat_mpeg7-05.png,0.8342,0.7991,0.0216,0.7625,10,0,3,0.2,113.6,0.2696,0.2535,1.0231,-20.11,28.16,0.15582,0.23028,objects/hat_mpeg7-05/hat_mpeg7-05_best.png,"[-1.237432, -0.079715, -0.442328, 1.604978, 0.922356, -0.064172, 0.742071, -1.357688, -0.158875, 1.65806, 0.520267, 0.497982, -1.192464, -0.258376, 0.689345, 0.001373, 1.37723, 0.699069]",-70.9,-4.57,-25.34,91.96,52.85,-3.68,42.52,-77.79,-9.1,95.0,29.81,28.53,-68.32,-14.8,39.5,0.08,78.91,40.05
objects/crown_mpeg7-02,objects,targets/objects/crown_mpeg7-02.png,0.8333,0.803,0.0241,0.7589,10,0,3,0.2,118.0,0.1912,0.1715,1.2154,-12.07,28.16,0.05327,0.32242,objects/crown_mpeg7-02/crown_mpeg7-02_best.png,"[-1.91986, -0.037694, 0.575484, -1.599114, 1.253901, 1.689877, -1.340471, 0.915999, -1.69, 1.304937, -0.405538, 1.30228, -1.716924, -0.743998, -1.689945, -1.513881, 1.370121, 1.404551]",-110.0,-2.16,32.97,-91.62,71.84,96.82,-76.8,52.48,-96.83,74.77,-23.24,74.62,-98.37,-42.63,-96.83,-86.74,78.5,80.47
animals/turtle_mpeg7-03,animals,targets/animals/turtle_mpeg7-03.png,0.8326,0.8103,0.0141,0.7866,10,1,3,0.2,110.8,0.1504,0.1386,1.0231,-20.11,16.09,0.0,0.19132,animals/turtle_mpeg7-03/turtle_mpeg7-03_best.png,"[1.737776, -0.5908, -1.498237, -1.181477, -0.207958, 0.728578, 1.91986, -1.045477, -0.084194, 1.65806, 0.417472, 1.458848, -0.947597, -0.665494, 1.314247, 1.00519, 2.066366, 1.258761]",99.57,-33.85,-85.84,-67.69,-11.92,41.74,110.0,-59.9,-4.82,95.0,23.92,83.59,-54.29,-38.13,75.3,57.59,118.39,72.12
objects/teddy_mpeg7-04,objects,targets/objects/teddy_mpeg7-04.png,0.8319,0.8138,0.0191,0.7688,10,0,3,0.2,115.4,0.3159,0.3019,0.8308,-20.11,24.14,0.16002,0.25822,objects/teddy_mpeg7-04/teddy_mpeg7-04_best.png,"[-0.906566, -1.320063, 1.248103, -1.65806, 1.478497, 0.579486, -0.92451, -0.499185, 0.344828, 1.65806, 1.469233, 0.086936, 0.642083, -1.450751, 0.322339, 0.628159, 2.394711, 0.788668]",-51.94,-75.63,71.51,-95.0,84.71,33.2,-52.97,-28.6,19.76,95.0,84.18,4.98,36.79,-83.12,18.47,35.99,137.21,45.19
animals/frog_mpeg7-03,animals,targets/animals/frog_mpeg7-03.png,0.8318,0.8093,0.0176,0.7821,10,1,3,0.2,113.8,0.3552,0.3249,0.9269,-16.09,28.16,0.15383,0.26745,animals/frog_mpeg7-03/frog_mpeg7-03_best.png,"[1.204949, -1.653729, -0.552854, 1.632692, 1.610022, -0.09286, -1.07754, -0.710155, 0.399891, 1.08022, 2.728832, 0.456752, -0.999834, 0.151205, 0.999742, -1.65806, 0.011553, 1.614293]",69.04,-94.75,-31.68,93.55,92.25,-5.32,-61.74,-40.69,22.91,61.89,156.35,26.17,-57.29,8.66,57.28,-95.0,0.66,92.49
animals/butterfly_mpeg7-05,animals,targets/animals/butterfly_mpeg7-05.png,0.8305,0.7943,0.0212,0.7534,10,6,3,0.2,114.6,0.3476,0.3279,0.8308,0.0,24.14,0.10608,0.24207,animals/butterfly_mpeg7-05/butterfly_mpeg7-05_best.png,"[1.125584, -1.123043, 0.37145, 1.630569, -2.632147, 1.130657, -0.988846, -1.62719, -0.964813, -1.138383, -0.667982, 1.551596, 1.048532, -0.66046, -0.502868, 1.62885, -0.335263, -0.152638]",64.49,-64.35,21.28,93.42,-150.81,64.78,-56.66,-93.23,-55.28,-65.22,-38.27,88.9,60.08,-37.84,-28.81,93.33,-19.21,-8.75
hand_shadow/dog_hasper-01,hand_shadow,targets/hand_shadow/dog_hasper-01.png,0.8293,0.7882,0.028,0.734,10,5,3,0.2,112.6,0.2087,0.1697,0.8308,4.02,28.16,0.19658,0.2447,hand_shadow/dog_hasper-01/dog_hasper-01_best.png,"[-1.91986, -0.213258, -0.062119, 0.571924, -1.542848, 1.074391, -1.095098, -0.788021, 1.329081, 0.7601, -1.095764, 1.199265, 1.659906, -1.081848, 0.210431, 0.747336, -1.585492, 1.125614]",-110.0,-12.22,-3.56,32.77,-88.4,61.56,-62.74,-45.15,76.15,43.55,-62.78,68.71,95.11,-61.99,12.06,42.82,-90.84,64.49
animals/flatfish_mpeg7-01,animals,targets/animals/flatfish_mpeg7-01.png,0.828,0.8021,0.0196,0.7661,10,9,3,0.2,112.7,0.274,0.2636,1.1192,-12.07,28.16,0.14899,0.25823,animals/flatfish_mpeg7-01/flatfish_mpeg7-01_best.png,"[-1.883719, -0.816491, 0.176408, 1.281719, 1.467062, 1.675655, -0.743517, -0.971834, 0.416273, 1.409171, -2.73594, -0.050273, 0.483587, -1.168567, 1.340673, 0.85056, 0.965122, 1.273944]",-107.93,-46.78,10.11,73.44,84.06,96.01,-42.6,-55.68,23.85,80.74,-156.76,-2.88,27.71,-66.95,76.81,48.73,55.3,72.99
objects/bottle_mpeg7-03,objects,targets/objects/bottle_mpeg7-03.png,0.828,0.7772,0.0496,0.6392,10,2,3,0.2,110.7,0.3066,0.2859,0.9269,-8.05,16.09,0.0,0.0791,objects/bottle_mpeg7-03/bottle_mpeg7-03_best.png,"[-1.480763, -1.74533, 0.410972, -1.56347, -2.725269, 0.928947, -1.613055, -1.695288, -0.293279, 0.766909, -0.283952, 0.556837, 1.732654, 0.01621, 0.582811, 1.619232, 1.445964, 0.226188]",-84.84,-100.0,23.55,-89.58,-156.15,53.22,-92.42,-97.13,-16.8,43.94,-16.27,31.9,99.27,0.93,33.39,92.78,82.85,12.96
objects/jar_mpeg7-03,objects,targets/objects/jar_mpeg7-03.png,0.8279,0.8013,0.0209,0.7617,10,3,3,0.2,116.7,0.2297,0.2151,1.0231,-16.09,28.16,0.06199,0.2975,objects/jar_mpeg7-03/jar_mpeg7-03_best.png,"[1.250919, -1.451436, -0.48539, -1.641298, 1.828511, -0.082731, -1.296304, 0.454673, -0.283697, -0.939271, 1.249228, 1.596195, 0.467815, -1.236604, 0.089703, 1.51415, -2.683675, 1.618467]",71.67,-83.16,-27.81,-94.04,104.77,-4.74,-74.27,26.05,-16.25,-53.82,71.58,91.46,26.8,-70.85,5.14,86.75,-153.76,92.73
animals/turtle_mpeg7-05,animals,targets/animals/turtle_mpeg7-05.png,0.8274,0.7875,0.0234,0.734,10,4,3,0.2,111.4,0.0952,0.0847,0.8308,-28.16,20.11,0.08816,0.1575,animals/turtle_mpeg7-05/turtle_mpeg7-05_best.png,"[-0.799156, -0.937765, 0.040484, 1.085352, -0.037657, 1.097851, -1.267644, -1.74533, -0.695846, 1.65806, -0.721641, 1.301023, 1.158256, 0.250588, 0.031851, -1.148446, 1.112792, 0.592661]",-45.79,-53.73,2.32,62.19,-2.16,62.9,-72.63,-100.0,-39.87,95.0,-41.35,74.54,66.36,14.36,1.82,-65.8,63.76,33.96
objects/crown_mpeg7-04,objects,targets/objects/crown_mpeg7-04.png,0.8273,0.7693,0.0441,0.7009,10,8,3,0.2,114.7,0.1966,0.1776,1.1192,-12.07,28.16,0.07035,0.30603,objects/crown_mpeg7-04/crown_mpeg7-04_best.png,"[-1.042644, -1.04712, -1.535936, -1.258937, -0.401523, 0.985599, -1.237019, 0.064575, 0.483655, -1.56658, -1.759414, 0.820804, -0.542353, -1.317166, 0.339373, 1.625767, 2.047655, 0.221643]",-59.74,-60.0,-88.0,-72.13,-23.01,56.47,-70.88,3.7,27.71,-89.76,-100.81,47.03,-31.07,-75.47,19.44,93.15,117.32,12.7
objects/spoon_mpeg7-05,objects,targets/objects/spoon_mpeg7-05.png,0.8271,0.7862,0.0296,0.7415,10,5,3,0.2,114.1,0.0376,0.0325,1.0231,-24.14,12.07,0.10446,0.12705,objects/spoon_mpeg7-05/spoon_mpeg7-05_best.png,"[0.10268, -0.849768, 0.10158, -0.184589, -1.654162, 1.740254, 1.919841, -0.612663, 0.865915, 1.643427, 0.988651, 1.66614, 1.895227, 0.677378, 0.58844, -1.414099, 2.753934, 0.830489]",5.88,-48.69,5.82,-10.58,-94.78,99.71,110.0,-35.1,49.61,94.16,56.65,95.46,108.59,38.81,33.72,-81.02,157.79,47.58
letters_upper/V_dejavusans-bold,letters_upper,targets/letters_upper/V_dejavusans-bold.png,0.8266,0.8042,0.0154,0.7739,10,2,3,0.2,114.6,0.4246,0.4006,0.8308,0.0,24.14,0.14533,0.09922,letters_upper/V_dejavusans-bold/V_dejavusans-bold_best.png,"[-1.013433, -1.540385, -0.799246, 0.123454, -1.053329, 0.314187, 1.018409, -1.441404, 0.922602, -0.445382, -1.000349, -0.139052, -1.91986, -1.124274, -1.046276, -0.628135, 0.264421, 1.11101]",-58.07,-88.26,-45.79,7.07,-60.35,18.0,58.35,-82.59,52.86,-25.52,-57.32,-7.97,-110.0,-64.42,-59.95,-35.99,15.15,63.66
objects/tree_mpeg7-03,objects,targets/objects/tree_mpeg7-03.png,0.8264,0.8093,0.0123,0.7799,10,8,3,0.2,114.2,0.3228,0.3069,0.9269,-8.05,28.16,0.00031,0.11363,objects/tree_mpeg7-03/tree_mpeg7-03_best.png,"[1.467038, -0.616315, -1.631362, -1.65806, -1.218388, 0.21202, 1.87019, 0.829613, -1.673878, 0.789538, -1.242754, -0.106273, -1.91986, -1.063088, -1.257371, -1.013224, 0.54983, 0.543587]",84.06,-35.31,-93.47,-95.0,-69.81,12.15,107.15,47.53,-95.91,45.24,-71.2,-6.09,-110.0,-60.91,-72.04,-58.05,31.5,31.15
objects/shoe_mpeg7-02,objects,targets/objects/shoe_mpeg7-02.png,0.8262,0.7542,0.0358,0.6986,10,1,3,0.2,113.4,0.1283,0.1085,1.0231,-16.09,28.16,0.11055,0.31063,objects/shoe_mpeg7-02/shoe_mpeg7-02_best.png,"[1.257464, -0.939541, -1.674568, -0.834671, -2.743321, -0.174533, -1.281086, 0.884467, -1.450703, 1.039483, 1.481447, 1.329359, 0.612615, -1.40187, 0.582358, 1.589153, 0.903249, 0.507205]",72.05,-53.83,-95.95,-47.82,-157.18,-10.0,-73.4,50.68,-83.12,59.56,84.88,76.17,35.1,-80.32,33.37,91.05,51.75,29.06
objects/fountain_mpeg7-05,objects,targets/objects/fountain_mpeg7-05.png,0.8253,0.8054,0.0138,0.7772,10,2,3,0.2,115.2,0.2319,0.1774,0.9269,-12.07,28.16,0.23065,0.25,objects/fountain_mpeg7-05/fountain_mpeg7-05_best.png,"[0.772856, -1.456805, 1.019797, 1.377516, -2.216538, 1.04631, 0.754577, -0.635046, 0.971176, 0.267398, -0.97925, -0.054327, -1.09659, -1.74533, -0.998352, -1.253965, 1.675298, 0.493377]",44.28,-83.47,58.43,78.93,-127.0,59.95,43.23,-36.39,55.64,15.32,-56.11,-3.11,-62.83,-100.0,-57.2,-71.85,95.99,28.27
digits/1_dejavuserif-bold,digits,targets/digits/1_dejavuserif-bold.png,0.825,0.8072,0.0163,0.7685,10,0,3,0.2,114.2,0.3465,0.3269,0.9269,-8.05,16.09,0.05091,0.06322,digits/1_dejavuserif-bold/1_dejavuserif-bold_best.png,"[-1.410888, -1.743761, -0.397511, 1.471081, -0.053996, -0.038249, -1.223719, -1.712693, 0.114591, 0.422861, -2.259889, 0.224083, 1.823043, -0.161271, -1.223274, -1.560209, 1.272123, 1.74533]",-80.84,-99.91,-22.78,84.29,-3.09,-2.19,-70.11,-98.13,6.57,24.23,-129.48,12.84,104.45,-9.24,-70.09,-89.39,72.89,100.0
abstract/misk_mpeg7-04,abstract,targets/abstract/misk_mpeg7-04.png,0.8244,0.8018,0.0152,0.7745,10,8,3,0.2,111.6,0.327,0.3102,0.7346,-12.07,28.16,0.15083,0.21779,abstract/misk_mpeg7-04/misk_mpeg7-04_best.png,"[0.861825, -1.255518, -0.100347, 1.630285, 0.020148, -0.038308, 1.147641, -0.36867, 0.490417, 1.358705, -0.237546, 0.893939, 1.277328, -1.041834, -1.569587, -0.225769, 0.053192, 1.74533]",49.38,-71.94,-5.75,93.41,1.15,-2.19,65.75,-21.12,28.1,77.85,-13.61,51.22,73.19,-59.69,-89.93,-12.94,3.05,100.0
vehicles/chopper_mpeg7-02,vehicles,targets/vehicles/chopper_mpeg7-02.png,0.824,0.7719,0.0255,0.7241,10,0,3,0.2,116.2,0.2496,0.2223,1.0231,-12.07,28.16,0.13955,0.29869,vehicles/chopper_mpeg7-02/chopper_mpeg7-02_best.png,"[-1.269362, 0.034642, -0.092456, 1.6536, 1.434077, 0.679865, 0.568813, -1.258487, 0.489424, 1.231046, 0.988326, 0.11115, -1.118919, -1.484488, -1.17909, -0.713358, -1.072584, 0.39589]",-72.73,1.98,-5.3,94.74,82.17,38.95,32.59,-72.11,28.04,70.53,56.63,6.37,-64.11,-85.05,-67.56,-40.87,-61.45,22.68
digits/1_dejavusans-bold,digits,targets/digits/1_dejavusans-bold.png,0.8235,0.7827,0.035,0.6988,10,6,3,0.2,115.4,0.2787,0.2607,0.8308,-8.05,20.11,0.12336,0.0914,digits/1_dejavusans-bold/1_dejavusans-bold_best.png,"[0.912241, -0.903873, -0.67481, 1.65806, 1.61466, -0.174533, 1.91986, -1.675444, 1.46631, -0.923365, 2.811927, 1.203472, 1.028076, -1.696341, -1.69, -0.283373, 1.788759, 0.172521]",52.27,-51.79,-38.66,95.0,92.51,-10.0,110.0,-96.0,84.01,-52.9,161.11,68.95,58.9,-97.19,-96.83,-16.24,102.49,9.88
objects/guitar_mpeg7-02,objects,targets/objects/guitar_mpeg7-02.png,0.8235,0.796,0.0382,0.6924,10,9,3,0.2,113.3,0.0869,0.0587,1.1192,16.09,28.16,0.23335,0.3532,objects/guitar_mpeg7-02/guitar_mpeg7-02_best.png,"[1.919727, -0.756542, 0.449229, 1.119944, -0.530698, 1.739322, 1.222522, 0.171681, -0.088612, 1.525851, 2.838891, 0.555622, 0.038283, -1.256052, -1.041301, -0.502473, -1.351192, 0.881292]",109.99,-43.35,25.74,64.17,-30.41,99.66,70.05,9.84,-5.08,87.42,162.66,31.83,2.19,-71.97,-59.66,-28.79,-77.42,50.49
objects/hat_mpeg7-01,objects,targets/objects/hat_mpeg7-01.png,0.823,0.7877,0.0319,0.7184,10,8,3,0.2,115.0,0.2923,0.2736,0.9269,-20.11,28.16,0.1784,0.20942,objects/hat_mpeg7-01/hat_mpeg7-01_best.png,"[0.63659, -1.084967, 0.065285, 1.630609, -0.120748, -0.174533, -1.113174, 0.221966, 0.640175, -1.620246, 1.207304, 0.772001, -0.541385, -1.281053, -0.223827, 1.640081, -2.452334, 0.829742]",36.47,-62.16,3.74,93.43,-6.92,-10.0,-63.78,12.72,36.68,-92.83,69.17,44.23,-31.02,-73.4,-12.82,93.97,-140.51,47.54
objects/crown_mpeg7-01,objects,targets/objects/crown_mpeg7-01.png,0.8224,0.7689,0.027,0.7198,10,0,3,0.2,112.7,0.3232,0.2908,0.9269,-20.11,28.16,0.10893,0.24591,objects/crown_mpeg7-01/crown_mpeg7-01_best.png,"[-1.91986, -0.463381, 0.86216, -1.473336, -0.093164, 1.338911, -0.930241, 0.762978, -1.022177, -0.091676, -0.083418, 1.561422, 1.91986, -0.722256, -1.69, -1.65806, 1.461088, 1.017341]",-110.0,-26.55,49.4,-84.42,-5.34,76.71,-53.3,43.72,-58.57,-5.25,-4.78,89.46,110.0,-41.38,-96.83,-95.0,83.71,58.29
letters_upper/O_dejavusans-bold,letters_upper,targets/letters_upper/O_dejavusans-bold.png,0.8221,0.7408,0.0572,0.6503,10,5,3,0.2,113.5,0.1758,0.1184,0.8308,-28.16,28.16,0.15498,0.17608,letters_upper/O_dejavusans-bold/O_dejavusans-bold_best.png,"[1.91986, -1.321308, 1.438162, -1.239912, 2.560511, 0.2559, -1.174814, 1.214113, -1.658355, -0.68292, 2.029848, 1.300667, -0.565413, -0.96581, -0.027754, 1.192824, 1.113023, 0.183023]",110.0,-75.71,82.4,-71.04,146.71,14.66,-67.31,69.56,-95.02,-39.13,116.3,74.52,-32.4,-55.34,-1.59,68.34,63.77,10.49
abstract/device6_mpeg7-04,abstract,targets/abstract/device6_mpeg7-04.png,0.8197,0.7861,0.0181,0.76,10,5,3,0.2,114.0,0.2962,0.2767,0.8308,-24.14,24.14,0.12228,0.26326,abstract/device6_mpeg7-04/device6_mpeg7-04_best.png,"[-0.957109, -0.90653, -0.082393, 1.516046, 1.554357, 1.409075, -1.172633, 0.173497, 0.460988, -1.65806, 1.946701, 1.422137, 1.30869, -1.610927, -0.320411, -1.518064, 2.47617, 0.019851]",-54.84,-51.94,-4.72,86.86,89.06,80.73,-67.19,9.94,26.41,-95.0,111.54,81.48,74.98,-92.3,-18.36,-86.98,141.87,1.14
letters_upper/I_dejavusansmono-bold,letters_upper,targets/letters_upper/I_dejavusansmono-bold.png,0.8185,0.7667,0.025,0.7378,10,9,3,0.2,114.8,0.3122,0.2773,0.9269,-8.05,16.09,0.11626,0.10208,letters_upper/I_dejavusansmono-bold/I_dejavusansmono-bold_best.png,"[-1.10951, -0.900546, -0.621228, -1.341629, -1.465006, 0.041037, 0.430283, -1.583257, 1.562457, 1.135608, 2.393132, 0.397388, -1.225801, -0.728413, -0.587158, 1.003275, -1.597503, 0.230097]",-63.57,-51.6,-35.59,-76.87,-83.94,2.35,24.65,-90.71,89.52,65.07,137.12,22.77,-70.23,-41.73,-33.64,57.48,-91.53,13.18
letters_lower/d_dejavusans-bold,letters_lower,targets/letters_lower/d_dejavusans-bold.png,0.8183,0.7784,0.0184,0.7511,10,8,3,0.2,112.8,0.1893,0.1662,0.8308,-28.16,24.14,0.22647,0.2224,letters_lower/d_dejavusans-bold/d_dejavusans-bold_best.png,"[-1.117649, -1.129884, 1.457425, -0.662207, 2.675252, 1.597755, 1.397251, -1.74533, 0.014714, 0.806141, -2.70544, 1.511845, -0.77454, -0.429039, 0.116598, 1.264364, -2.732108, 1.196331]",-64.04,-64.74,83.5,-37.94,153.28,91.54,80.06,-100.0,0.84,46.19,-155.01,86.62,-44.38,-24.58,6.68,72.44,-156.54,68.54
abstract/device1_mpeg7-04,abstract,targets/abstract/device1_mpeg7-04.png,0.8182,0.7794,0.0299,0.7348,10,7,3,0.2,115.2,0.2727,0.257,0.9269,-24.14,24.14,0.06966,0.28669,abstract/device1_mpeg7-04/device1_mpeg7-04_best.png,"[-1.101962, -0.495205, -0.137543, 1.65806, -0.923337, 1.566582, 1.91986, -0.895892, -0.037864, 1.65806, 1.11923, 0.305073, -0.59205, -0.890614, 1.010939, 1.264437, -1.191329, 0.23626]",-63.14,-28.37,-7.88,95.0,-52.9,89.76,110.0,-51.33,-2.17,95.0,64.13,17.48,-33.92,-51.03,57.92,72.45,-68.26,13.54
